,recall,precision,pf,pci_20,ifa,wins
algebsql.csv,0.5700000000000001,0.56,0.685,0.685,1.0,7
cme.csv,0.0,0.0,0.0,0.0,66.5,0
hydrate.csv,0.1,0.42,0.11,0.83,2.0,8
ivef-sdk.csv,0.615,0.52,0.635,0.495,1.5,4
jmri.csv,0.385,0.5349999999999999,0.21,0.595,1.0,11
jython.csv,0.74,0.62,0.595,0.6,1.0,13
kdenlive.csv,0.61,0.405,0.52,0.365,0.0,1
opentibia.csv,0.44999999999999996,0.505,0.31,0.655,1.0,10
projectfactory.csv,0.44999999999999996,0.515,0.31,0.575,1.0,9
runuomondains.csv,0.54,0.44,0.45999999999999996,0.47,1.0,3
somap.csv,0.905,0.48,0.885,0.42,1.5,2
taverna.csv,0.095,0.51,0.07500000000000001,0.815,1.5,12
unbvision.csv,0.55,0.555,0.505,0.48,1.5,6
x-ray-mule.csv,0.225,0.425,0.25,0.64,2.0,5
