,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.45,0.66,0.51,0.56,0.46,0.77,0.88,0.23,0.32,0.22,0.19,0.11,0.65,0.19
cme.csv,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.16,0.91
hydrate.csv,0.27,0.36,0.42,0.0,0.12,0.0,0.0,0.41,0.16,0.18,0.22,0.18,0.65,0.0
ivef-sdk.csv,0.69,0.66,0.6,0.81,0.38,1.0,0.24,0.09,0.42,0.62,0.0,0.68,0.0,0.19
jmri.csv,0.54,0.4,0.61,0.23,0.13,0.72,0.49,0.45,0.48,0.4,0.26,0.47,0.36,0.19
jython.csv,0.72,0.59,0.34,0.71,0.2,0.82,0.66,0.58,0.46,0.21,0.24,0.37,0.67,0.2
kdenlive.csv,0.78,0.74,0.54,0.4,0.46,0.28,0.33,0.22,0.51,0.48,0.25,0.71,0.79,0.24
opentibia.csv,0.52,0.88,0.46,0.55,0.4,0.08,0.65,0.43,0.0,0.05,0.24,0.34,0.69,0.0
projectfactory.csv,0.13,0.18,0.47,0.06,0.49,0.11,0.35,0.22,0.39,0.56,0.32,0.43,0.75,0.29
runuomondains.csv,0.61,0.54,0.62,0.27,0.3,0.24,0.55,0.52,0.52,0.64,0.56,0.6,0.53,0.13
somap.csv,0.75,0.89,0.56,0.75,0.56,0.58,0.63,0.21,0.38,0.56,0.2,0.9,0.78,0.2
taverna.csv,0.24,0.27,0.07,0.17,0.57,0.14,0.47,0.03,0.19,0.42,0.0,0.13,0.0,0.0
unbvision.csv,0.73,0.56,0.47,0.32,0.31,0.82,0.39,0.21,0.68,0.35,0.27,0.26,0.72,0.17
x-ray-mule.csv,0.33,0.35,0.22,0.83,0.38,0.0,0.16,0.08,0.36,0.6,0.0,0.65,0.11,0.21
