,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.79,0.01,0.53,0.34,0.68,0.67,0.48,0.43,0.34,0.53,0.58,0.46,0.57
bibletime.csv,0.81,0.68,0.7,0.76,0.68,0.58,0.87,0.77,0.48,0.64,0.78,0.8,0.0
boost.csv,0.79,0.76,0.88,0.69,0.71,0.89,0.8,0.0,0.93,0.82,0.7,0.73,0.64
codepurge.csv,0.14,0.06,0.09,0.33,0.11,0.16,0.03,0.06,0.07,0.18,0.12,0.0,0.14
etics.csv,0.0,0.62,0.4,0.75,0.61,0.6,0.71,0.53,0.66,0.58,0.72,0.13,0.79
gusanos.csv,0.36,0.29,0.37,0.52,0.46,0.35,0.48,0.39,0.03,0.51,0.57,0.49,0.57
kvs.csv,0.17,0.24,0.12,0.38,0.0,0.25,0.1,0.05,0.41,0.36,0.13,0.03,0.0
mcore3d.csv,0.45,0.61,0.04,0.49,0.37,0.7,0.56,0.39,0.52,0.53,0.61,0.45,0.36
modellus.csv,0.14,0.15,0.16,0.3,0.03,0.24,0.0,0.11,0.0,0.27,0.29,0.07,0.07
monetdb.csv,0.55,0.34,0.56,0.52,0.34,0.0,0.33,0.44,0.72,0.44,0.3,0.28,0.43
projecteqemu.csv,0.12,0.2,0.19,0.46,0.05,0.14,0.1,0.15,0.28,0.0,0.35,0.02,0.14
pydev.csv,0.21,0.18,0.25,0.35,0.39,0.36,0.28,0.23,0.38,0.44,0.0,0.1,0.21
xbplayer.csv,0.1,0.09,0.25,0.0,0.21,0.09,0.09,0.2,0.17,0.16,0.23,0.23,0.07
