,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.53,0.46,0.48,0.76,0.58,0.36,0.37,0.64
enlightenment.csv,0.47,0.4,0.42,0.45,0.41,0.39,0.38,0.42
ffigo.csv,0.7,0.86,0.91,0.0,0.67,0.86,0.41,0.5
ildjit.csv,0.67,0.94,0.99,0.99,0.75,0.91,0.96,0.89
jfreereport.csv,0.95,0.94,0.76,0.99,0.8,0.75,0.81,0.5
psycle.csv,0.47,0.41,0.43,0.43,0.42,0.33,0.46,0.53
wikipediardware.csv,0.45,0.41,0.42,0.42,0.4,0.39,0.38,0.47
wxjs.csv,0.89,0.0,0.99,0.67,0.0,0.65,0.0,0.67
