,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.39,0.43,0.27,0.78,0.8,0.98,0.71,0.6,0.58,0.22,0.0,0.38,0.43,0.53,0.48,0.32,0.7
biopax.csv,0.87,0.9,0.61,1.0,0.95,0.83,0.94,0.83,0.89,0.72,1.0,0.83,0.83,0.87,0.91,0.99,1.0
ffigo.csv,0.63,0.51,0.35,0.61,0.55,0.29,0.71,0.74,0.76,0.63,0.0,0.44,0.99,0.53,0.65,0.42,0.37
freebios.csv,0.39,0.26,0.96,0.47,0.2,0.18,0.29,0.38,0.33,0.46,0.12,0.3,0.43,0.38,0.22,0.42,0.37
glelite.csv,0.97,1.0,0.98,1.0,1.0,0.99,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.98,1.0,0.97,1.0
gnupdate.csv,0.46,0.21,0.51,0.76,0.95,0.39,0.63,0.57,0.49,0.17,0.25,0.33,0.66,0.45,0.22,0.38,0.56
go.csv,0.99,0.78,0.57,0.92,0.65,0.66,0.89,0.64,0.87,0.56,0.12,0.64,0.64,0.69,0.65,0.72,0.85
gstreamer.csv,0.53,0.47,0.51,0.59,0.3,0.55,0.6,0.7,0.41,0.35,0.62,0.41,0.53,0.97,0.61,0.24,0.63
metacosm.csv,0.28,0.26,0.27,0.41,0.15,0.2,0.29,0.21,0.39,0.3,0.0,0.23,0.38,0.33,0.09,0.41,0.96
pcsx2.csv,0.85,0.54,0.53,0.57,0.95,0.69,0.89,0.91,0.99,0.39,0.0,0.23,0.32,0.66,0.39,0.25,0.63
pgui.csv,0.35,0.18,0.12,0.53,0.4,0.32,0.43,0.98,0.45,0.22,0.0,0.27,0.2,0.23,0.35,0.32,0.67
qse.csv,0.3,0.32,0.14,0.16,0.3,0.25,0.94,0.47,0.55,0.5,0.0,0.3,0.26,0.42,0.39,0.35,0.44
rebecca-aiml.csv,0.27,0.14,0.45,0.33,0.05,0.36,0.14,0.09,0.37,0.98,0.0,0.23,0.29,0.24,0.17,0.35,0.44
skia.csv,0.32,0.41,0.1,0.14,0.05,0.29,0.23,0.34,0.34,0.19,0.5,0.13,0.18,0.2,1.0,0.17,0.22
vars-redux.csv,0.23,0.26,0.14,0.96,0.35,0.31,0.6,0.43,0.25,0.15,0.0,0.13,0.22,0.22,0.3,0.32,0.33
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.58,0.91,0.67,0.49,0.2,0.69,0.31,0.3,0.46,0.76,1.0,0.53,0.53,0.34,0.61,0.38,0.37
