,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.52,0.24,0.35,0.64,0.42,0.99,0.63,0.44,0.67,0.27,0.0,0.55,0.55,0.63,0.4,0.49,0.62
biopax.csv,0.76,0.26,0.49,0.62,0.32,0.74,0.65,0.43,0.8,0.36,0.2,0.9,0.74,0.73,0.51,0.99,0.65
ffigo.csv,0.68,0.32,0.43,0.57,0.31,0.4,0.63,0.45,0.73,0.45,0.0,0.61,0.99,0.61,0.48,0.58,0.47
freebios.csv,0.47,0.18,0.98,0.49,0.18,0.27,0.31,0.4,0.44,0.57,0.05,0.46,0.51,0.45,0.23,0.55,0.44
glelite.csv,0.79,0.26,0.65,0.6,0.32,0.77,0.6,0.44,0.79,0.45,0.15,1.0,0.78,0.73,0.51,0.86,0.64
gnupdate.csv,0.49,0.25,0.47,0.57,0.97,0.5,0.61,0.44,0.56,0.22,0.1,0.5,0.66,0.56,0.28,0.53,0.48
go.csv,0.99,0.27,0.49,0.6,0.43,0.66,0.64,0.46,0.79,0.3,0.04,0.77,0.68,0.68,0.45,0.79,0.6
gstreamer.csv,0.61,0.25,0.56,0.56,0.18,0.6,0.54,0.49,0.53,0.29,0.17,0.58,0.61,0.98,0.52,0.37,0.55
metacosm.csv,0.4,0.22,0.37,0.45,0.18,0.31,0.42,0.28,0.52,0.38,0.0,0.38,0.52,0.46,0.12,0.55,0.98
pcsx2.csv,0.76,0.34,0.5,0.67,0.46,0.67,0.62,0.48,0.99,0.39,0.0,0.37,0.45,0.66,0.43,0.4,0.59
pgui.csv,0.48,0.21,0.18,0.5,0.46,0.44,0.59,0.99,0.58,0.2,0.0,0.42,0.31,0.34,0.36,0.43,0.67
qse.csv,0.46,0.28,0.21,0.25,0.27,0.38,0.97,0.5,0.65,0.41,0.0,0.46,0.4,0.56,0.37,0.52,0.52
rebecca-aiml.csv,0.33,0.19,0.55,0.38,0.06,0.45,0.18,0.09,0.47,0.99,0.0,0.37,0.39,0.3,0.18,0.48,0.55
skia.csv,0.45,0.27,0.15,0.21,0.05,0.4,0.34,0.36,0.47,0.28,0.21,0.22,0.28,0.3,1.0,0.24,0.31
vars-redux.csv,0.36,0.28,0.21,0.97,0.4,0.43,0.54,0.38,0.37,0.12,0.0,0.24,0.35,0.33,0.4,0.49,0.42
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.56,0.95,0.57,0.38,0.16,0.64,0.29,0.22,0.51,0.71,0.23,0.68,0.51,0.39,0.39,0.46,0.38
