,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.64,0.68,0.77,0.51,0.51,0.02,0.5,0.59,0.51,0.8,1.02,0.91,0.61,0.51,0.69,0.68,0.57
biopax.csv,0.77,0.9,0.93,0.88,0.91,0.74,0.73,0.79,0.65,0.98,0.72,0.69,0.73,0.71,0.83,0.01,0.94
ffigo.csv,0.56,0.57,0.7,0.56,0.64,0.77,0.51,0.65,0.68,0.61,1.01,0.65,0.01,0.54,0.65,0.59,0.66
freebios.csv,0.78,0.8,0.04,0.62,0.84,0.86,0.82,0.65,0.75,0.54,0.93,0.78,0.74,0.75,0.85,0.73,0.68
glelite.csv,0.89,1.0,1.0,0.97,1.0,0.99,1.0,1.0,0.97,1.0,0.99,0.0,0.95,0.96,0.98,1.0,1.0
gnupdate.csv,0.91,0.79,0.8,0.69,0.05,0.68,0.49,0.59,0.71,0.85,0.82,0.94,0.68,0.59,0.8,0.64,0.78
go.csv,0.03,0.73,0.86,0.84,0.48,0.66,0.67,0.57,0.65,0.96,1.02,0.76,0.58,0.55,0.7,0.45,0.88
gstreamer.csv,0.6,0.66,0.58,0.56,0.85,0.64,0.62,0.54,0.65,0.77,0.62,0.68,0.6,0.04,0.54,0.79,0.69
metacosm.csv,0.75,0.76,0.76,0.66,0.86,0.82,0.72,0.8,0.64,0.71,1.0,0.77,0.64,0.69,0.93,0.64,0.04
pcsx2.csv,0.71,0.55,0.75,0.44,0.51,0.71,0.73,0.75,0.01,0.66,1.01,0.77,0.7,0.57,0.65,0.75,0.58
pgui.csv,0.68,0.83,0.91,0.63,0.61,0.71,0.57,0.02,0.58,0.88,1.01,0.81,0.81,0.79,0.71,0.94,0.44
qse.csv,0.7,0.7,0.88,0.84,0.73,0.76,0.06,0.55,0.52,0.64,1.0,0.7,0.74,0.59,0.7,0.65,0.6
rebecca-aiml.csv,0.96,0.86,0.58,0.73,0.96,0.74,0.92,0.96,0.75,0.02,1.04,0.77,0.8,0.9,0.9,0.79,0.58
skia.csv,0.7,0.66,0.94,0.87,0.98,0.76,0.78,0.7,0.69,0.82,0.58,0.87,0.84,0.82,0.0,1.12,0.8
vars-redux.csv,0.78,0.75,0.89,0.04,0.66,0.72,0.62,0.65,0.77,1.03,1.0,0.87,0.78,0.8,0.7,0.68,0.7
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.98,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
yale.csv,0.96,0.09,0.72,0.93,0.86,0.82,0.94,0.88,0.85,0.28,0.61,1.11,1.03,0.88,0.86,1.18,0.79
