,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.35,0.32,0.31,0.51,0.43,0.35
lazarus-ccr.csv,0.56,0.47,0.46,0.72,0.57,0.68
lcfizvtop.csv,0.33,0.33,0.37,0.43,0.63,0.39
migen.csv,0.57,0.44,0.88,0.89,0.8,0.68
mvnforum.csv,0.0,0.94,0.62,0.69,0.95,0.95
plplot.csv,0.36,0.42,0.47,0.56,0.67,0.47
