,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.0,0.56,0.0,0.09,0.35,0.95
lazarus-ccr.csv,0.79,0.53,0.69,0.57,0.33,0.31
lcfizvtop.csv,0.42,0.68,0.52,0.61,0.74,0.62
migen.csv,0.41,0.69,0.07,0.17,0.31,0.4
mvnforum.csv,0.0,0.33,0.68,0.45,0.21,0.28
plplot.csv,0.66,0.59,0.61,0.73,0.31,0.47
