,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.65,0.38,0.64,0.19,0.27,0.56,0.19,0.85,0.7,0.52,0.48,0.44,0.66,0.23
exordium.csv,0.67,0.4,0.64,0.33,0.54,0.54,0.44,0.93,0.58,0.44,0.65,0.53,0.85,0.27
google-caja.csv,0.66,0.67,0.59,0.24,0.46,0.51,0.29,0.9,0.44,0.28,0.42,0.46,0.68,0.23
hydrogen.csv,0.62,0.0,0.49,0.21,0.0,0.47,0.39,0.74,0.42,0.22,0.41,0.39,0.63,0.2
kmess.csv,0.86,0.44,0.66,0.22,0.28,0.76,0.36,0.75,0.75,0.88,0.56,0.49,0.73,0.25
kvs.csv,0.0,0.0,0.58,0.52,0.0,0.26,0.0,0.69,0.36,0.23,0.28,0.24,0.55,0.14
megameknet.csv,0.62,0.44,0.51,0.24,0.28,0.45,0.18,0.73,0.55,0.45,0.44,0.42,0.67,0.2
ns-3-dev-def-routing.csv,0.67,0.32,0.54,0.14,0.5,0.42,0.13,0.69,0.43,0.29,0.47,0.49,0.7,0.29
open-ms.csv,0.9,0.6,0.7,0.31,0.36,0.64,0.59,0.84,0.66,0.43,0.39,0.45,0.68,0.3
openmsx.csv,0.81,0.34,0.53,0.21,0.25,0.53,0.14,0.69,0.41,0.22,0.49,0.4,0.63,0.23
rezilla.csv,0.35,0.57,0.49,0.22,0.13,0.42,0.17,0.86,0.45,0.17,0.39,0.31,0.61,0.19
sauerbraten.csv,0.83,0.33,0.49,0.21,0.27,0.48,0.14,0.83,0.41,0.22,0.41,0.39,0.62,0.2
webdriver.csv,0.66,0.33,0.67,0.29,0.35,0.73,0.25,0.79,0.56,0.42,0.51,0.49,0.72,0.3
yafdotnet.csv,0.68,0.75,0.66,0.26,0.36,0.6,0.36,0.86,0.67,0.31,0.44,0.47,0.72,0.24
