,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.68,0.34,0.66,0.3,0.41,0.55,0.31,0.35,0.31,0.54,0.42,0.53,0.73,0.36
exordium.csv,0.79,0.17,0.5,0.15,0.64,0.5,0.47,0.78,0.59,0.46,0.31,0.54,0.51,0.34
google-caja.csv,0.76,0.43,0.61,0.36,0.53,0.67,0.42,0.86,0.61,0.42,0.45,0.54,0.62,0.36
hydrogen.csv,0.76,0.0,0.66,0.34,0.0,0.63,0.51,0.85,0.59,0.37,0.58,0.56,0.77,0.34
kmess.csv,0.26,0.29,0.55,0.34,0.37,0.54,0.44,0.14,0.06,0.18,0.14,0.48,0.73,0.37
kvs.csv,0.0,0.0,0.41,0.61,0.0,0.24,0.0,0.59,0.38,0.24,0.16,0.15,0.12,0.16
megameknet.csv,0.53,0.43,0.52,0.37,0.43,0.54,0.25,0.8,0.51,0.53,0.4,0.53,0.76,0.31
ns-3-dev-def-routing.csv,0.8,0.32,0.47,0.12,0.56,0.53,0.21,0.57,0.5,0.4,0.4,0.53,0.61,0.27
open-ms.csv,0.37,0.25,0.56,0.43,0.39,0.46,0.61,0.6,0.52,0.47,0.25,0.44,0.54,0.4
openmsx.csv,0.47,0.49,0.38,0.34,0.4,0.59,0.24,0.63,0.56,0.34,0.51,0.5,0.77,0.24
rezilla.csv,0.26,0.6,0.59,0.34,0.18,0.18,0.25,0.14,0.4,0.2,0.51,0.39,0.64,0.3
sauerbraten.csv,0.78,0.47,0.64,0.34,0.43,0.64,0.24,0.61,0.56,0.36,0.56,0.56,0.75,0.34
webdriver.csv,0.78,0.21,0.52,0.35,0.46,0.73,0.38,0.47,0.54,0.54,0.38,0.56,0.63,0.39
yafdotnet.csv,0.6,0.26,0.57,0.4,0.41,0.52,0.45,0.77,0.68,0.43,0.34,0.52,0.6,0.37
