,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.4,0.75,0.42,0.41,0.44,0.6,0.55,0.95,0.96,0.6,0.66,0.5,0.37,0.44
exordium.csv,0.31,0.8,0.58,0.83,0.61,0.49,0.67,0.41,0.5,0.64,0.95,0.54,0.62,0.71
google-caja.csv,0.3,0.67,0.36,0.32,0.42,0.35,0.41,0.34,0.34,0.44,0.36,0.36,0.33,0.36
hydrogen.csv,0.33,0.0,0.44,0.38,0.0,0.39,0.58,0.33,0.35,0.46,0.4,0.38,0.41,0.39
kmess.csv,0.86,0.89,0.54,0.4,0.55,0.88,0.68,0.88,0.75,0.88,0.89,0.69,0.43,0.53
kvs.csv,0.0,0.0,0.7,0.59,0.5,0.74,0.0,0.52,0.59,0.74,0.8,0.97,0.91,0.77
megameknet.csv,0.59,0.67,0.46,0.41,0.48,0.52,0.67,0.36,0.61,0.53,0.56,0.55,0.42,0.5
ns-3-dev-def-routing.csv,0.33,0.84,0.62,0.93,0.62,0.42,0.66,0.49,0.47,0.64,0.65,0.58,0.52,0.99
open-ms.csv,0.9,0.8,0.49,0.35,0.59,0.56,0.59,0.47,0.63,0.54,0.68,0.6,0.47,0.51
openmsx.csv,0.62,0.4,0.91,0.38,0.41,0.54,0.52,0.49,0.37,0.54,0.59,0.56,0.43,0.99
rezilla.csv,0.78,0.62,0.52,0.41,0.68,0.92,0.68,0.86,0.7,0.72,0.49,0.53,0.53,0.47
sauerbraten.csv,0.4,0.41,0.43,0.38,0.43,0.38,0.5,0.5,0.35,0.47,0.42,0.4,0.41,0.39
webdriver.csv,0.32,0.89,0.57,0.48,0.46,0.49,0.57,0.67,0.56,0.56,0.77,0.47,0.42,0.6
yafdotnet.csv,0.39,0.75,0.41,0.34,0.48,0.46,0.5,0.39,0.44,0.5,0.49,0.38,0.36,0.38
