,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.38,0.13,0.06,0.5,0.25,0.56,0.46,0.0,0.54,0.42,0.03
bdbbasic.csv,0.52,0.15,0.02,0.53,0.2,0.53,0.63,0.33,0.57,0.61,0.11
bibletime.csv,0.51,0.42,0.12,0.55,0.33,0.47,0.44,0.44,0.69,0.81,0.03
crux-framework.csv,0.27,0.29,0.22,0.32,0.08,0.29,0.38,0.37,0.46,0.67,0.29
etherboot.csv,0.06,0.47,0.0,0.18,0.38,0.19,0.56,0.46,0.2,0.9,0.07
gnukeda.csv,0.49,0.28,0.05,0.82,0.43,0.47,0.33,0.42,0.86,0.82,0.05
google-gears.csv,0.55,0.27,0.09,0.58,0.43,0.49,0.47,0.45,0.78,0.79,0.09
jnode.csv,0.0,0.19,0.24,0.47,0.07,0.0,0.24,0.0,0.27,0.14,0.07
openmeetings.csv,0.53,0.57,0.12,0.33,0.35,0.51,0.41,0.48,0.43,0.65,0.11
pgui.csv,0.4,0.24,0.0,0.68,0.42,0.45,0.41,0.58,0.78,0.88,0.05
wxcrp.csv,0.57,0.19,0.07,0.6,0.42,0.43,0.3,0.36,0.78,0.83,0.0
