,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.7,0.97,0.58,0.67,0.73,0.53,0.86,0.0,0.6,0.74,0.73
bdbbasic.csv,0.39,0.45,0.72,0.38,0.63,0.29,0.5,0.85,0.44,0.4,0.54
bibletime.csv,0.47,0.41,0.46,0.47,0.43,0.49,0.4,0.4,0.47,0.38,0.36
crux-framework.csv,0.75,0.52,0.95,0.67,0.75,0.57,0.57,0.51,0.79,0.51,0.78
etherboot.csv,0.0,0.48,0.0,0.83,0.57,0.83,0.77,0.41,0.93,0.37,0.33
gnukeda.csv,0.43,0.52,0.66,0.54,0.44,0.44,0.63,0.55,0.46,0.42,0.44
google-gears.csv,0.46,0.47,0.65,0.54,0.44,0.5,0.45,0.42,0.5,0.43,0.5
jnode.csv,0.5,0.54,0.84,0.59,0.86,0.9,0.93,0.67,0.97,0.86,0.8
openmeetings.csv,0.59,0.54,0.45,0.89,0.42,0.29,0.73,0.4,0.6,0.44,0.54
pgui.csv,0.54,0.39,0.0,0.54,0.43,0.4,0.42,0.58,0.5,0.38,0.42
wxcrp.csv,0.53,0.47,0.43,0.5,0.41,0.35,0.52,0.6,0.52,0.35,0.61
