,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,2.0,29.0,1.0,0.0,5.0,1.0,0.0,168.0,1.0,0.0,40.0
bdbbasic.csv,1.0,61.0,14.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,27.0
bibletime.csv,11.0,19.0,10.0,1.0,6.0,5.0,9.0,3.0,1.0,0.0,43.0
crux-framework.csv,2.0,5.0,10.0,0.0,0.0,10.0,2.0,9.0,0.0,0.0,0.0
etherboot.csv,0.0,8.0,411.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,43.0
gnukeda.csv,0.0,15.0,10.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,59.0
google-gears.csv,2.0,38.0,1.0,1.0,0.0,4.0,10.0,2.0,0.0,0.0,35.0
jnode.csv,105.0,7.0,0.0,1.0,0.0,116.0,7.0,168.0,1.0,0.0,22.0
openmeetings.csv,2.0,1.0,31.0,0.0,1.0,6.0,4.0,0.0,1.0,0.0,12.0
pgui.csv,4.0,43.0,411.0,1.0,0.0,4.0,6.0,1.0,0.0,0.0,68.0
wxcrp.csv,0.0,45.0,1.0,1.0,0.0,24.0,11.0,2.0,0.0,0.0,111.0
