,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,938.0,3.0,49.0,24.0,9.0,1.0,2.0
kftpgrabber.csv,3.0,1.0,0.0,1.0,1.0,81.0,0.0
kindb.csv,1.0,0.0,0.0,4.0,0.0,9.0,0.0
m-a-d-n-e-s-s.csv,3.0,0.0,2.0,2.0,2.0,5.0,0.0
netatalk.csv,30.0,4.0,1.0,18.0,1.0,4.0,1.0
quickfast.csv,44.0,4.0,0.0,12.0,10.0,4.0,1.0
wow-qrsk.csv,11.0,6.0,49.0,4.0,4.0,5.0,0.0
