,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.44,0.0,0.43,0.4,0.71,0.38
kftpgrabber.csv,0.81,0.9,0.67,0.39,0.75,0.9,0.58
kindb.csv,0.6,0.47,0.32,0.36,0.5,0.92,0.52
m-a-d-n-e-s-s.csv,0.69,0.48,0.36,0.69,0.35,0.72,0.54
netatalk.csv,0.47,0.51,0.36,0.52,0.36,0.5,0.35
quickfast.csv,0.42,0.4,0.35,0.41,0.36,0.37,0.36
wow-qrsk.csv,0.59,0.58,0.0,0.71,0.41,0.51,0.75
