,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.38,0.0,0.48,0.38,0.68,0.75
kftpgrabber.csv,0.47,0.4,0.16,0.71,0.33,0.0,0.42
kindb.csv,0.53,0.58,0.87,0.57,0.25,0.07,0.47
m-a-d-n-e-s-s.csv,0.47,0.67,0.88,0.48,0.55,0.29,0.54
netatalk.csv,0.35,0.45,0.71,0.42,0.56,0.35,0.69
quickfast.csv,0.33,0.47,0.67,0.55,0.43,0.42,0.79
wow-qrsk.csv,0.58,0.39,0.0,0.48,0.47,0.29,0.16
