,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.88,0.0,0.98,1.0,0.12,0.97
kftpgrabber.csv,0.09,0.05,0.0,0.31,0.03,0.15,0.16
kindb.csv,0.15,0.23,0.06,0.53,0.0,0.17,0.16
m-a-d-n-e-s-s.csv,0.12,0.18,0.44,0.08,0.39,0.2,0.16
netatalk.csv,0.49,0.38,0.38,0.44,0.32,0.46,0.31
quickfast.csv,0.81,0.93,0.12,0.69,0.61,0.68,0.25
wow-qrsk.csv,0.23,0.27,0.0,0.18,0.74,0.48,0.0
