,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.53,0.48,0.44,0.05,0.5,0.96,0.95,0.47,0.6,0.1
fontforge.csv,0.45,0.69,0.44,0.28,0.55,0.52,0.96,0.93,0.72,0.33
hatari.csv,0.7,0.75,1.0,0.46,0.6,0.64,0.94,0.58,0.56,0.42
jcl.csv,0.0,0.37,0.0,0.15,0.11,0.04,0.0,0.1,0.94,0.0
ltp.csv,0.09,0.33,0.2,0.37,0.99,0.07,0.0,0.2,0.25,0.1
net-snmp.csv,0.94,0.56,0.39,0.36,0.54,0.39,0.93,0.63,0.47,0.24
opde.csv,0.58,0.62,0.46,0.97,0.59,0.55,0.89,0.37,0.6,0.32
powerfolder-.csv,0.24,1.0,0.39,0.15,0.11,0.27,0.98,0.52,0.59,0.25
quantlib.csv,0.39,0.59,0.36,0.45,0.41,0.49,0.94,0.54,0.09,0.93
