,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,1.0,2.0,0.0,0.0,2.0,0.0,11.0,8.0,4.0,9.0
fontforge.csv,1.0,2.0,2.0,0.0,2.0,11.0,10.0,0.0,4.0,2.0
hatari.csv,1.0,0.0,0.0,2.0,0.0,0.0,13.0,8.0,12.0,3.0
jcl.csv,91.0,1.0,64.0,0.0,1.0,1.0,52.0,0.0,0.0,118.0
ltp.csv,0.0,0.0,3.0,0.0,0.0,1.0,52.0,0.0,4.0,0.0
net-snmp.csv,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,4.0,3.0
opde.csv,1.0,5.0,0.0,0.0,2.0,1.0,19.0,4.0,4.0,6.0
powerfolder-.csv,0.0,0.0,0.0,1.0,0.0,7.0,4.0,3.0,5.0,1.0
quantlib.csv,0.0,1.0,0.0,0.0,2.0,14.0,13.0,1.0,7.0,0.0
