,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.8,0.62,0.69,0.98,0.79,0.05,0.21,0.73,0.64,0.93
fontforge.csv,0.83,0.49,0.69,0.77,0.77,0.68,0.19,0.08,0.52,0.75
hatari.csv,0.56,0.46,0.0,0.71,0.6,0.55,0.25,0.76,0.65,0.7
jcl.csv,1.0,0.68,1.0,0.89,0.91,0.97,1.0,0.92,0.07,1.01
ltp.csv,0.94,0.79,0.85,0.68,0.02,0.94,1.0,0.84,0.79,0.92
net-snmp.csv,0.07,0.59,0.66,0.76,0.66,0.73,0.27,0.72,0.65,0.85
opde.csv,0.66,0.59,0.61,0.04,0.71,0.64,0.37,0.73,0.73,0.87
powerfolder-.csv,0.81,0.0,0.66,0.89,0.95,0.81,0.08,0.63,0.75,0.8
quantlib.csv,0.68,0.71,0.69,0.74,0.81,0.84,0.25,0.71,0.98,0.08
