,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.59,0.32,0.2,0.39,0.5,0.0,0.65,0.77,0.28,0.33,0.1,0.33,0.29,0.48,0.62,0.14,0.21,0.4
arsenal-1.csv,0.56,0.83,0.3,0.3,0.32,0.63,0.11,0.14,0.0,0.67,0.2,0.29,0.72,0.32,0.5,0.76,0.16,0.33
atomsite.csv,0.72,0.97,1.0,0.96,0.64,0.85,0.71,1.0,0.8,1.0,0.9,0.62,0.93,0.84,0.88,0.97,0.78,0.52
barracudamvc.csv,0.93,0.74,0.65,0.96,1.0,0.96,0.96,0.95,1.0,0.0,0.9,1.0,0.71,1.0,0.88,0.41,1.0,0.98
bionote.csv,0.66,0.8,0.35,0.52,0.09,0.52,0.29,0.14,0.04,0.67,0.3,0.57,0.48,0.52,0.88,0.66,0.14,0.38
bulmages.csv,0.0,0.48,0.8,0.04,0.09,0.0,0.04,0.14,0.0,1.0,0.0,0.67,0.21,0.44,0.0,0.55,0.1,0.26
fm-classic.csv,0.02,0.18,0.45,0.22,0.0,0.19,0.22,0.14,0.0,1.0,0.2,0.14,0.18,0.04,0.38,0.41,0.07,0.1
hazelcast.csv,0.66,0.93,0.6,0.96,0.77,0.74,0.95,1.0,0.78,1.0,0.8,0.67,0.83,0.8,0.88,0.86,0.9,0.71
jppf-project.csv,0.48,0.5,0.6,0.74,0.23,0.93,0.62,0.27,0.17,1.0,0.7,0.43,0.75,0.24,0.62,0.72,0.12,0.36
megasquirtavr.csv,1.0,0.52,0.55,0.96,0.36,1.0,0.89,0.32,0.94,0.33,0.9,0.52,0.72,0.6,0.62,0.69,0.43,0.33
mevenide.csv,0.4,0.66,0.4,0.39,0.09,0.26,0.02,0.0,0.0,0.67,0.0,0.1,0.27,0.16,0.25,0.76,0.03,0.05
mumble.csv,0.78,0.65,0.25,0.96,0.32,0.52,0.75,0.14,0.61,0.0,0.7,0.67,0.49,0.88,0.25,0.24,0.45,0.31
mycila.csv,1.0,0.73,0.2,0.83,0.73,0.96,0.49,0.14,0.63,1.0,0.6,1.0,0.84,0.44,0.5,0.31,0.88,0.93
opengs.csv,0.69,0.8,0.3,0.43,0.59,0.56,0.6,0.68,0.78,1.0,0.5,0.67,0.08,0.56,0.62,0.55,0.81,0.62
openintents.csv,0.46,0.32,0.25,0.7,0.73,1.0,0.64,0.82,0.91,1.0,0.3,0.38,0.68,0.44,1.0,0.21,0.66,0.6
tweetsharp.csv,0.02,0.3,0.85,0.43,0.64,0.93,0.55,0.82,1.0,0.0,0.8,0.38,0.08,0.64,0.38,0.21,0.67,0.71
xharbour.csv,0.78,0.94,0.95,0.87,0.86,1.0,0.76,0.95,1.0,1.0,0.9,0.76,0.46,0.92,0.88,0.93,1.0,0.93
