,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.5,0.92,0.59,0.57,0.51,0.78,0.59,0.52,0.67,0.9,0.86,0.4,0.57,0.59,0.82,0.56
betoffice.csv,0.62,0.96,0.65,0.5,0.44,0.84,0.76,0.57,0.67,0.69,0.48,0.75,0.64,0.73,0.85,0.86
bionote.csv,0.89,0.8,0.75,0.75,0.5,0.67,0.5,0.67,0.98,0.5,0.0,0.88,0.88,0.8,0.86,0.92
bnetd.csv,0.38,0.4,0.66,0.36,0.48,0.38,0.61,0.5,0.49,0.49,0.49,0.35,0.42,0.39,0.35,0.47
emisview.csv,0.5,0.0,0.75,0.89,0.8,0.68,0.67,0.0,0.97,0.0,0.0,0.83,0.86,0.76,0.89,0.0
findbugs.csv,0.63,0.72,0.71,0.84,0.59,0.93,0.92,0.94,0.99,0.96,0.61,0.93,0.72,0.72,0.69,0.98
hazelcast.csv,0.31,0.31,0.49,0.37,0.35,0.29,0.38,0.37,0.35,0.45,0.37,0.32,0.35,0.31,0.32,0.38
jitterbit.csv,0.55,0.45,0.6,0.92,0.61,0.5,0.83,0.91,0.74,0.9,0.39,0.93,0.86,0.53,0.67,0.53
jppf-project.csv,0.35,0.39,0.58,0.41,0.44,0.32,0.4,0.42,0.43,0.5,0.44,0.35,0.45,0.4,0.36,0.49
kolmafia.csv,0.32,0.5,0.8,0.44,0.44,0.31,0.47,0.6,0.46,0.8,0.67,0.39,0.46,0.44,0.44,0.39
megasquirtavr.csv,0.33,0.39,0.76,0.4,0.4,0.3,0.39,0.39,0.38,0.5,0.42,0.33,0.37,0.35,0.32,0.46
qedo.csv,0.5,0.88,0.79,0.83,0.75,0.8,0.8,0.0,0.98,0.67,0.86,0.67,0.67,0.0,0.5,0.95
trackit.csv,0.52,0.45,0.91,0.65,0.56,0.62,0.54,0.67,0.63,0.88,0.93,0.53,0.62,0.5,0.61,0.5
wxlua.csv,0.34,0.41,0.57,0.43,0.41,0.38,0.4,0.39,0.38,0.52,0.46,0.34,0.42,0.35,0.34,0.46
x4x.csv,0.4,0.41,0.89,0.38,0.45,0.48,0.48,0.57,0.53,0.45,0.45,0.46,0.38,0.34,0.43,0.36
xharbour.csv,0.35,0.38,0.52,0.41,0.41,0.38,0.4,0.37,0.38,0.55,0.43,0.36,0.4,0.35,0.34,0.42
