,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.64,0.22,0.31,0.93,0.71,0.3,0.62,0.57,0.43,0.18,0.22,0.81,0.21,0.46,0.28,0.14
betoffice.csv,0.48,0.38,0.37,0.46,0.72,0.38,0.31,0.97,0.25,0.5,0.53,0.48,0.2,0.47,0.17,0.19
bionote.csv,0.35,0.11,0.17,0.08,0.07,0.08,0.09,0.08,0.31,0.04,0.0,0.16,1.0,0.15,0.23,0.18
bnetd.csv,0.68,0.71,0.31,0.59,0.64,0.41,0.34,0.55,0.43,0.69,0.97,0.76,0.21,0.62,0.39,0.29
emisview.csv,0.05,0.0,0.08,0.26,0.17,0.98,0.14,0.0,0.13,0.0,0.0,0.12,0.13,0.44,0.16,0.0
findbugs.csv,0.49,0.48,0.29,0.2,0.55,0.22,0.37,0.22,0.31,0.42,0.61,0.26,0.31,0.42,0.96,0.08
hazelcast.csv,0.86,0.87,0.44,0.51,1.0,0.47,0.73,0.64,0.44,0.85,0.69,0.94,0.25,0.74,0.54,0.18
jitterbit.csv,0.45,0.81,0.27,0.17,0.49,0.36,0.17,0.07,0.98,0.58,0.64,0.21,0.4,0.54,0.48,0.04
jppf-project.csv,0.84,0.9,0.3,0.45,0.84,0.51,0.77,0.67,0.31,0.96,0.65,1.0,0.25,0.7,0.55,0.16
kolmafia.csv,0.71,0.47,0.32,0.55,0.62,0.48,0.33,0.31,0.41,0.09,0.14,0.67,0.31,0.98,0.48,0.14
megasquirtavr.csv,0.88,0.9,0.98,0.49,0.9,0.46,0.78,0.66,0.41,0.96,0.69,0.96,0.24,0.71,0.55,0.16
qedo.csv,0.09,0.4,0.18,0.21,0.14,0.0,0.17,0.0,0.15,0.07,0.26,0.06,0.18,0.0,0.07,0.98
trackit.csv,0.6,0.62,0.45,0.26,0.59,0.26,1.0,0.36,0.28,0.17,0.26,0.58,0.41,0.54,0.32,0.06
wxlua.csv,0.86,0.84,0.36,0.51,0.91,0.43,0.77,0.67,0.4,1.0,0.6,0.94,0.2,0.7,0.51,0.15
x4x.csv,1.0,0.84,0.34,0.49,0.8,0.33,0.7,0.42,0.3,0.69,0.59,0.75,0.23,0.7,0.51,0.13
xharbour.csv,0.85,1.0,0.47,0.52,0.88,0.52,0.81,0.63,0.44,0.54,0.63,0.8,0.22,0.71,0.54,0.13
