,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,4.0,0.0,4.0,16.0,0.0,1.0,2.0,13.0,9.0,1.0
jmule.csv,5.0,3.0,13.0,1.0,0.0,1.0,31.0,13.0,3.0,0.0
nosleepsoftware.csv,7.0,1.0,0.0,0.0,6.0,1.0,8.0,0.0,33.0,0.0
open-ms.csv,15.0,0.0,1.0,4.0,7.0,0.0,29.0,0.0,40.0,7.0
qgo.csv,0.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,3.0,1.0
rezilla.csv,9.0,6.0,1.0,0.0,4.0,1.0,20.0,13.0,38.0,6.0
riff-evolve.csv,4.0,0.0,5.0,0.0,2.0,0.0,12.0,2.0,12.0,3.0
uwom.csv,9.0,0.0,0.0,4.0,11.0,0.0,20.0,16.0,0.0,1.0
virtuoso.csv,10.0,4.0,0.0,10.0,2.0,0.0,0.0,17.0,16.0,4.0
yield.csv,1.0,0.0,12.0,6.0,0.0,0.0,13.0,22.0,0.0,3.0
