,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.74,0.87,0.19,0.8,1.01,0.84,0.75,0.75,1.03,0.68
cubefs.csv,0.6,0.98,0.46,0.69,0.92,0.69,0.83,0.06,0.25,0.65
iaml.csv,0.55,0.77,0.56,0.66,1.01,0.76,0.02,0.82,0.68,0.86
ivataopenportal.csv,0.68,0.7,0.62,0.75,1.02,0.05,0.75,0.72,1.05,0.82
mb-unit.csv,0.57,0.63,0.87,0.07,0.9,0.63,0.67,0.7,1.17,0.76
mvdsv.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.97
nova.csv,0.81,0.0,0.8,0.74,1.02,0.77,0.85,0.75,0.32,0.73
openwbem.csv,0.04,0.61,0.78,0.82,0.97,0.77,0.76,0.74,0.71,0.93
xcmetadataservicestoolkit.csv,0.56,1.0,0.62,0.55,0.73,0.64,0.75,0.83,1.11,0.03
