,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.0,0.0,0.06,0.0
k3b.csv,0.36,0.27,0.57,0.44,0.0
myfaces.csv,0.86,0.95,0.77,0.01,0.96
robocode.csv,0.0,0.66,0.66,0.61,0.46
zildo.csv,0.14,0.0,0.16,0.24,0.25
