,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,1.0,1.0,0.05,1.0
k3b.csv,0.58,0.71,0.57,0.22,1.0
myfaces.csv,0.44,0.51,0.6,0.96,0.71
robocode.csv,1.0,0.55,0.52,0.18,0.79
zildo.csv,0.69,1.0,0.56,0.19,0.79
