,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.75,0.5,0.95,0.0
k3b.csv,0.29,0.37,0.34,0.41,0.45
myfaces.csv,0.51,0.39,0.35,0.96,0.41
robocode.csv,0.52,0.38,0.43,0.46,0.4
zildo.csv,0.46,0.45,0.94,0.76,0.55
