,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,1.0,0.91,0.0,0.98,0.98
k3b.csv,0.53,0.44,0.68,0.48,0.0
myfaces.csv,0.87,0.95,0.77,0.06,0.96
robocode.csv,0.0,0.68,0.76,0.64,0.54
zildo.csv,0.63,0.0,0.84,0.69,0.65
