,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.17,1.0,0.03,0.03
k3b.csv,0.6,0.68,0.6,0.35,1.0
myfaces.csv,0.58,0.67,0.74,0.95,0.81
robocode.csv,1.0,0.66,0.57,0.29,0.75
zildo.csv,0.5,1.0,0.26,0.24,0.53
