,recall,precision,pf,pci_20,ifa,wins
cascading.csv,0.51,0.6,0.375,0.52,0.5,9
crisscross.csv,0.925,0.505,0.9199999999999999,0.445,0.5,5
gisgraphy.csv,0.125,0.405,0.14,0.86,1.0,7
glelite.csv,0.965,0.52,0.8999999999999999,0.425,1.0,1
gnome-jabber.csv,0.575,0.54,0.49,0.47,1.0,3
ivataopenportal.csv,0.875,0.505,0.8049999999999999,0.42,1.5,0
mb-unit.csv,0.905,0.53,0.86,0.45,1.0,2
mvdsv.csv,0.06,0.75,0.015,0.86,0.5,12
nova.csv,0.375,0.48,0.37,0.605,1.0,4
olex2.csv,0.59,0.5549999999999999,0.37,0.505,0.0,10
openwbem.csv,0.49,0.55,0.315,0.525,1.0,6
tencompetence.csv,0.315,0.44999999999999996,0.435,0.79,0.5,8
xcmetadataservicestoolkit.csv,0.7250000000000001,0.55,0.495,0.525,0.0,11
