,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.39,0.32,0.39,0.45,0.48,0.27,0.53,0.36,0.67,0.0,0.0,0.31,0.2,0.5
crisscross.csv,0.98,1.0,0.25,0.86,1.0,0.64,0.98,0.79,1.0,1.0,0.0,0.96,0.85,0.88
gisgraphy.csv,0.16,0.02,0.08,0.15,0.14,0.02,0.14,0.06,0.2,0.0,0.0,0.51,0.23,0.19
glelite.csv,0.86,0.68,0.74,0.83,1.0,0.97,0.97,0.94,1.0,1.0,0.0,0.56,0.67,0.98
gnome-jabber.csv,0.24,0.59,0.3,0.48,0.78,0.55,0.64,0.42,0.73,0.2,0.0,0.38,0.55,0.5
ivataopenportal.csv,0.67,1.0,0.82,0.73,0.9,0.3,0.58,0.79,0.87,1.0,0.33,1.0,0.68,0.9
mb-unit.csv,0.99,0.3,0.39,0.41,1.0,0.99,0.85,0.73,0.87,1.0,1.0,0.61,0.45,0.94
mvdsv.csv,0.01,0.27,0.0,0.07,0.05,0.01,0.05,0.03,0.0,0.0,0.0,0.01,0.12,0.02
nova.csv,0.32,0.34,0.47,0.29,0.65,0.15,0.73,0.21,0.33,1.0,1.0,0.72,0.23,0.4
olex2.csv,0.91,0.43,0.35,0.35,0.73,0.97,0.32,0.39,0.33,0.2,1.0,0.31,0.23,0.69
openwbem.csv,0.25,0.07,0.22,0.36,0.33,0.75,0.42,0.3,0.33,0.2,0.0,0.45,0.17,0.54
tencompetence.csv,0.27,0.11,0.45,0.66,0.25,0.83,0.53,0.09,0.6,0.6,0.67,0.06,0.25,0.42
xcmetadataservicestoolkit.csv,0.3,0.18,0.91,0.32,0.86,0.81,0.44,0.55,0.33,1.0,0.67,0.32,0.4,0.79
