,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.62,0.31,0.33,0.64,1.0,0.41,0.0,0.68,0.8,0.08,0.5,0.52,0.27,0.68
crisscross.csv,0.94,1.0,0.81,0.81,1.0,0.71,1.0,0.84,0.8,1.0,0.19,1.0,0.91,1.0
gisgraphy.csv,0.25,0.0,0.1,0.15,0.33,0.01,0.0,0.15,0.22,0.08,0.08,0.32,0.03,0.77
glelite.csv,0.9,0.46,0.9,0.93,1.0,0.99,1.0,1.0,1.0,0.97,0.97,0.72,0.96,0.77
gnome-jabber.csv,0.37,0.46,0.38,0.67,1.0,0.57,1.0,0.56,0.65,0.61,0.47,0.58,0.39,0.82
ivataopenportal.csv,0.79,1.0,1.0,0.84,1.0,0.75,0.0,0.84,0.82,0.99,0.93,1.0,0.47,0.91
mb-unit.csv,0.99,0.38,0.52,0.69,1.0,1.0,1.0,0.89,0.95,0.92,0.93,0.85,0.48,0.82
mvdsv.csv,0.03,0.23,0.0,0.07,1.0,0.01,0.0,0.06,0.18,0.04,0.06,0.08,0.03,0.27
nova.csv,0.37,0.92,0.38,0.34,0.0,0.15,1.0,0.35,0.35,0.95,0.55,0.62,0.26,0.45
olex2.csv,0.88,0.54,0.57,0.61,1.0,0.95,0.0,0.52,0.7,0.29,0.94,0.72,0.19,0.27
openwbem.csv,0.58,0.15,0.38,0.48,0.67,0.7,1.0,0.32,0.5,0.35,0.37,0.63,0.33,0.5
tencompetence.csv,0.19,0.08,0.24,0.61,0.0,0.68,1.0,0.12,0.42,0.39,0.58,0.05,0.8,0.18
xcmetadataservicestoolkit.csv,0.28,0.15,0.67,0.47,1.0,0.82,1.0,0.57,0.78,1.0,0.87,0.53,0.78,0.41
