,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.47,0.22,0.15,0.89,0.17,0.62,0.0,0.87,0.76,1.0,1.0,0.58,0.71,0.38
crisscross.csv,0.35,0.23,0.4,0.85,0.09,0.54,0.02,0.79,0.68,0.95,1.0,0.47,0.66,0.34
gisgraphy.csv,0.46,0.0,0.2,0.85,0.18,0.33,0.0,0.9,0.75,1.0,1.0,0.35,0.19,0.65
glelite.csv,0.37,0.17,0.2,0.87,0.09,0.52,0.02,0.79,0.73,0.95,1.0,0.52,0.72,0.27
gnome-jabber.csv,0.46,0.19,0.21,0.89,0.11,0.52,0.03,0.82,0.7,0.98,1.0,0.56,0.56,0.43
ivataopenportal.csv,0.39,0.23,0.2,0.87,0.1,0.72,0.0,0.79,0.72,0.95,0.99,0.46,0.55,0.32
mb-unit.csv,0.36,0.28,0.22,0.91,0.09,0.52,0.02,0.81,0.75,0.94,0.98,0.54,0.66,0.29
mvdsv.csv,0.6,0.2,0.0,0.84,0.67,0.5,0.0,0.88,1.0,1.0,1.0,0.83,0.31,0.86
nova.csv,0.39,0.44,0.15,0.87,0.0,0.52,0.02,0.85,0.74,0.95,0.96,0.42,0.67,0.34
olex2.csv,0.35,0.27,0.26,0.91,0.12,0.51,0.0,0.82,0.85,0.96,0.98,0.66,0.6,0.15
openwbem.csv,0.56,0.4,0.27,0.89,0.16,0.5,0.04,0.79,0.8,0.97,1.0,0.54,0.77,0.3
tencompetence.csv,0.29,0.17,0.1,0.85,0.0,0.47,0.03,0.82,0.65,0.92,0.98,0.43,0.85,0.17
xcmetadataservicestoolkit.csv,0.35,0.2,0.13,0.9,0.1,0.52,0.04,0.79,0.86,0.95,0.98,0.58,0.78,0.19
