,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.28,0.44,0.46,0.55,0.67,0.72,0.54,0.4,0.57,0.34,0.66,0.63,0.51,0.32,0.51,0.27,0.45,0.38
cornerstone.csv,0.54,0.76,0.76,0.8,0.81,0.76,1.02,0.77,0.99,0.97,0.43,0.48,0.84,0.64,0.95,0.42,0.6,0.64
emeraldemu.csv,0.54,0.49,0.58,0.89,0.84,0.84,0.62,0.35,0.65,0.43,0.68,0.93,0.7,0.93,0.46,0.85,0.47,0.86
grafx2.csv,0.39,0.45,0.49,0.4,0.78,0.75,0.5,0.42,0.62,0.41,0.64,0.51,0.54,0.28,0.7,0.34,0.58,0.37
jahshakafx.csv,0.31,0.44,0.59,0.45,0.71,0.8,0.57,0.48,0.58,0.46,0.62,0.85,0.53,0.48,0.46,0.32,0.47,0.47
kindb.csv,0.46,0.8,0.92,0.48,0.45,0.66,0.8,0.62,0.64,0.37,0.79,0.63,0.58,0.42,0.48,0.24,0.66,0.72
maya-work-in-progress.csv,0.67,0.52,0.49,0.45,0.56,0.6,0.65,0.58,0.68,0.19,0.98,0.45,0.49,0.39,0.47,0.37,0.59,0.53
netatalk.csv,0.46,0.7,0.73,0.88,0.67,0.61,0.63,0.66,0.71,0.63,0.82,0.66,0.46,0.56,0.6,0.6,0.69,0.35
novembre.csv,0.33,0.46,0.72,0.84,0.82,0.68,0.42,0.58,0.77,0.54,0.66,0.6,0.85,0.6,0.92,0.53,0.44,0.58
ns-3.csv,0.4,0.47,0.76,0.92,0.59,0.53,0.9,0.85,0.69,0.6,0.59,0.95,0.73,1.0,0.89,0.88,0.79,0.98
nullc.csv,0.74,1.0,1.0,0.99,0.38,0.62,0.54,0.55,0.63,0.66,0.65,0.65,0.65,0.49,0.57,0.49,0.77,0.77
open-beos.csv,0.44,0.47,0.43,0.49,0.55,0.63,0.54,0.58,0.44,0.55,0.66,0.88,0.64,0.69,0.45,0.88,0.5,0.87
planeshift.csv,0.92,0.85,0.79,0.97,0.84,0.61,0.73,0.52,0.74,0.55,0.72,0.77,0.46,0.38,0.64,0.54,0.88,0.84
plee-the-bear.csv,0.37,0.6,0.31,0.84,0.7,0.65,0.7,0.82,0.67,0.34,0.7,0.57,0.69,0.7,0.71,0.56,0.58,0.73
reaper-ecad.csv,0.5,0.81,0.7,0.34,0.74,0.96,1.0,0.63,0.85,0.97,0.72,1.0,0.78,1.0,0.83,0.85,0.57,0.86
sbml.csv,0.4,0.46,0.58,0.58,0.65,0.55,0.85,0.81,0.53,0.67,0.59,0.66,0.71,0.47,0.32,0.58,0.49,0.62
unimrcp.csv,0.59,0.54,0.5,0.35,0.59,0.63,0.68,0.44,0.62,0.46,0.84,0.39,0.54,0.47,0.53,0.3,0.6,0.54
unladen-swallow.csv,0.8,0.59,0.54,0.96,0.77,0.67,0.74,0.65,0.68,0.63,0.72,0.44,0.61,0.57,0.87,0.59,0.52,0.45
