,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.37,0.42,0.44,0.57,0.45,0.58,0.53,0.47,0.43,0.44,0.35,0.81,0.35,0.3,0.32,0.32,0.42,0.35
cornerstone.csv,0.51,0.98,0.97,0.94,0.64,0.67,0.86,0.97,0.5,0.0,0.42,0.5,0.96,0.52,0.75,0.33,0.52,0.53
emeraldemu.csv,0.48,0.48,0.47,0.52,0.67,0.91,0.67,0.55,0.68,0.5,0.43,0.75,0.65,0.67,0.48,0.8,0.45,0.5
grafx2.csv,0.37,0.44,0.5,0.61,0.57,0.62,0.48,0.5,0.52,0.5,0.36,0.4,0.41,0.33,0.34,0.33,0.4,0.42
jahshakafx.csv,0.34,0.42,0.4,0.39,0.44,0.72,0.53,0.42,0.48,0.46,0.38,0.83,0.4,0.36,0.33,0.35,0.37,0.33
kindb.csv,0.35,0.54,0.41,0.48,0.41,0.43,0.3,0.38,0.38,0.44,0.36,0.52,0.35,0.44,0.45,0.34,0.37,0.86
maya-work-in-progress.csv,0.45,0.43,0.44,0.51,0.43,0.43,0.33,0.37,0.38,0.43,0.32,0.36,0.33,0.3,0.38,0.31,0.35,0.36
netatalk.csv,0.43,0.47,0.5,0.54,0.5,0.44,0.38,0.39,0.42,0.57,0.42,0.47,0.34,0.42,0.41,0.36,0.39,0.42
novembre.csv,0.46,0.49,0.83,0.78,0.78,0.64,0.55,0.52,0.42,0.58,0.48,0.52,0.96,0.48,0.49,0.44,0.45,0.4
ns-3.csv,0.4,0.44,0.83,0.93,0.44,0.45,0.33,0.53,0.42,0.58,0.47,0.41,0.36,0.59,0.47,0.43,0.38,0.42
nullc.csv,0.51,0.48,0.4,0.54,0.52,0.56,0.47,0.48,0.57,0.77,0.44,0.71,0.44,0.46,0.5,0.5,0.4,0.73
open-beos.csv,0.37,0.41,0.54,0.57,0.42,0.52,0.41,0.37,0.5,0.62,0.5,0.38,0.41,0.48,0.37,0.44,0.37,0.4
planeshift.csv,0.49,0.46,0.43,0.54,0.51,0.46,0.38,0.41,0.39,0.45,0.42,0.36,0.37,0.32,0.42,0.34,0.36,0.39
plee-the-bear.csv,0.35,0.56,0.52,0.88,0.41,0.42,0.34,0.36,0.39,0.46,0.34,0.37,0.37,0.54,0.41,0.41,0.39,0.36
reaper-ecad.csv,0.56,1.0,0.98,0.56,0.46,0.86,0.0,0.9,0.96,0.0,0.83,0.0,0.85,0.0,0.92,0.8,0.57,0.67
sbml.csv,0.37,0.41,0.44,0.46,0.42,0.42,0.33,0.34,0.41,0.53,0.35,0.36,0.32,0.4,0.38,0.37,0.35,0.32
unimrcp.csv,0.47,0.49,0.49,0.57,0.45,0.46,0.34,0.55,0.62,0.58,0.4,0.45,0.4,0.38,0.49,0.32,0.38,0.47
unladen-swallow.csv,0.95,0.57,0.69,0.89,0.62,0.5,0.35,0.53,0.55,0.62,0.74,0.37,0.4,0.42,0.92,0.44,0.42,0.39
