,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,99.0,383.5,97.5,1703.5,144.0,93.5,156.0,1132.5,197.5,434.5,99.0,1622.5,438.5,190.0,197.5,2224.5,194.0,290.5,98.5,197.5
baadengine.csv,99.0,2643.5,99.0,3177.5,97.5,96.5,192.0,1071.5,99.0,526.0,99.0,1622.5,794.5,98.5,98.5,198.0,293.5,294.5,99.0,99.0
bibedt.csv,99.0,1087.5,99.0,2432.0,97.5,96.5,94.5,607.5,197.5,154.0,99.0,1463.5,158.0,95.5,197.5,2275.5,195.0,294.5,98.5,98.5
cascading.csv,99.0,1599.0,99.0,1474.5,97.5,195.0,94.5,973.0,99.0,154.0,99.0,1488.5,248.5,98.5,98.5,1726.5,293.5,90.5,99.0,98.5
chaosrts.csv,99.0,273.0,99.0,1287.0,97.5,96.5,192.0,473.5,99.0,855.0,99.0,937.0,428.5,276.5,98.5,2612.5,293.5,294.5,99.0,96.5
exl.csv,97.5,2460.0,98.5,3114.0,97.5,99.0,94.5,972.5,198.0,1001.5,99.0,360.0,437.5,98.5,197.5,198.0,293.5,88.5,99.0,98.5
gnome-jabber.csv,99.0,1353.5,99.0,2137.5,86.5,115.0,94.5,388.0,98.5,1355.0,98.5,1165.5,530.0,98.5,98.5,2033.5,191.0,196.0,99.0,235.5
gogoego.csv,97.5,571.0,99.0,1155.0,97.5,96.5,192.0,480.5,99.0,715.0,96.5,205.5,162.0,95.5,98.5,198.0,195.0,196.0,99.0,79.5
httpcontentparser.csv,99.0,1413.0,98.5,1688.0,97.5,93.5,74.5,581.5,99.0,161.0,98.5,1654.5,440.5,95.5,196.5,994.5,195.0,95.5,97.5,89.5
impala.csv,96.5,1734.0,76.5,1575.0,97.5,195.0,89.5,584.0,99.0,573.5,99.0,862.0,424.5,230.5,92.5,821.5,95.5,290.5,170.0,188.5
jaxlib.csv,99.0,706.0,99.0,2936.0,97.5,96.5,94.5,684.0,99.0,1621.5,99.0,199.5,165.0,98.5,98.5,1804.0,195.0,90.5,99.0,98.5
jgameai.csv,198.0,1291.5,91.5,686.0,94.5,91.5,46.0,649.0,198.0,336.0,99.0,825.5,336.0,92.5,80.5,1798.0,194.0,290.5,71.0,197.5
jhotdraw.csv,198.0,1883.0,99.0,3671.5,191.0,99.0,52.5,1069.5,98.5,1531.0,99.0,1836.0,336.0,92.5,190.0,1480.0,293.5,290.5,98.5,99.0
patterntesting.csv,198.0,2759.5,99.0,4544.0,97.5,99.0,192.0,1267.0,99.0,515.0,99.0,1622.5,612.5,98.5,197.5,198.0,293.5,97.5,99.0,99.0
pokeglobal.csv,198.0,2597.5,98.5,867.0,97.5,195.0,192.0,488.5,99.0,1151.5,99.0,1713.5,794.5,98.5,197.5,198.0,96.5,182.0,99.0,99.0
snakeyaml.csv,97.5,645.0,96.5,545.0,97.5,96.5,94.5,291.5,99.0,157.0,99.0,811.0,112.0,178.0,194.5,1615.0,96.5,85.5,96.5,79.5
unflobtactical.csv,198.0,1759.5,99.0,1663.5,97.5,99.0,94.5,779.5,99.0,856.0,99.0,1126.5,437.5,98.5,98.5,1913.5,195.0,97.5,98.5,99.0
werx.csv,198.0,2610.5,99.0,4544.0,97.5,99.0,192.0,1267.0,99.0,1893.0,99.0,1562.0,794.5,98.5,197.5,198.0,292.5,294.5,99.0,99.0
zealos.csv,93.5,238.0,28.5,947.5,14.5,122.0,94.5,381.5,99.0,160.0,150.0,549.0,33.5,66.5,95.5,282.0,92.5,85.5,99.0,0.0
