,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.0,0.0,0.0,0.38,0.0,0.65,0.0,0.0,0.22,0.14,0.07,0.11,0.21,0.07,0.21,0.0,0.37
codeblocks.csv,0.48,0.44,0.68,0.58,0.3,0.61,0.47,0.59,0.4,0.74,0.6,0.26,0.23,0.27,0.3,0.0,0.57
ctrlr.csv,0.4,0.0,0.1,0.28,0.11,0.28,0.83,0.13,0.38,0.5,0.21,0.43,0.36,0.13,0.54,0.46,0.41
free-evolution.csv,0.38,0.0,0.42,0.45,0.59,0.45,0.17,0.42,0.57,0.22,0.56,0.69,0.44,0.58,0.36,0.21,0.57
fulguro.csv,0.09,0.45,0.29,0.06,0.34,0.49,0.22,0.46,0.52,0.43,0.52,0.13,0.5,0.48,0.31,0.65,0.23
gisgraphy.csv,0.17,0.05,0.52,0.66,0.06,0.42,0.64,0.4,0.25,0.53,0.46,0.29,0.04,0.11,0.04,0.3,0.75
ipfire-wall.csv,0.48,0.68,0.27,0.17,0.51,0.55,0.12,0.76,0.21,0.22,0.18,0.29,0.34,0.29,0.11,0.48,0.29
jruby.csv,0.5,0.0,0.04,0.0,0.37,0.4,0.0,0.0,0.46,0.1,0.11,0.55,0.43,0.67,0.6,0.0,0.43
l2j.csv,0.48,0.37,0.61,0.57,0.59,0.58,0.33,0.56,0.05,0.25,0.59,0.69,0.74,0.33,0.35,0.62,0.63
ldview.csv,0.35,0.0,0.51,0.68,0.43,0.05,0.37,0.54,0.33,0.27,0.52,0.52,0.48,0.35,0.51,0.67,0.49
libmesh.csv,0.22,0.0,0.23,0.46,0.24,0.36,0.12,0.2,0.61,0.69,0.49,0.53,0.1,0.28,0.43,0.37,0.54
red5.csv,0.43,0.45,0.68,0.3,0.67,0.58,0.46,0.54,0.66,0.71,0.59,0.46,0.59,0.51,0.4,0.0,0.63
t-2.csv,0.32,0.01,0.57,0.43,0.34,0.56,0.06,0.25,0.68,0.43,0.55,0.55,0.23,0.33,0.4,0.21,0.52
tencompetence.csv,0.47,0.29,0.09,0.0,0.24,0.37,0.32,0.48,0.35,0.57,0.32,0.22,0.46,0.52,0.79,0.57,0.21
vdsf.csv,0.62,0.41,0.45,0.59,0.0,0.35,0.48,0.21,0.41,0.09,0.31,0.25,0.05,0.37,0.33,0.56,0.29
xbrlapi.csv,0.68,0.0,0.1,0.33,0.51,0.42,0.12,0.6,0.41,0.35,0.11,0.38,0.16,0.01,0.3,0.65,0.35
xcf.csv,0.42,0.61,0.45,0.6,0.48,0.5,0.37,0.68,0.42,0.54,0.4,0.78,0.29,0.36,0.4,0.66,0.56
