,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.45,0.68,0.88,0.83,0.67,0.86,0.94,0.92,0.5,0.67,0.89,0.92,0.83,0.88,0.91,0.52,0.83,0.62
bionote.csv,0.8,0.8,0.67,0.8,0.89,0.67,0.95,0.67,0.67,0.83,0.88,0.8,0.88,0.9,0.83,0.88,0.75,0.8
buddata-ebxml-registry.csv,0.39,0.49,0.53,0.3,0.38,0.35,0.4,0.43,0.41,0.38,0.46,0.35,0.37,0.43,0.33,0.31,0.34,0.38
bullet.csv,0.36,0.5,0.93,0.51,0.42,0.58,0.43,0.51,0.91,0.56,0.57,0.4,0.57,0.47,0.38,0.35,0.45,0.37
bulmages.csv,0.43,0.9,0.73,0.67,0.59,0.88,0.0,0.94,0.91,0.86,0.7,0.89,0.67,0.71,0.8,0.9,0.83,0.47
bwapi.csv,0.4,0.5,0.51,0.36,0.39,0.36,0.41,0.45,0.43,0.38,0.55,0.36,0.36,0.44,0.36,0.33,0.4,0.39
cubefs.csv,0.32,0.52,0.65,0.31,0.69,0.67,0.0,0.56,0.49,0.74,0.67,0.37,0.47,0.51,0.5,0.5,0.44,0.67
emisview.csv,0.8,0.86,0.67,0.65,0.8,0.83,0.0,0.9,0.83,0.75,0.89,0.95,0.9,0.67,0.94,0.5,0.9,0.75
java-gnome.csv,0.94,0.89,0.58,0.67,0.43,0.57,0.4,0.44,0.9,0.41,0.72,0.57,0.73,0.51,0.92,0.92,0.6,0.65
jgameai.csv,0.8,0.84,0.91,0.75,0.95,0.83,0.79,0.74,0.86,0.92,0.91,0.94,0.88,0.93,0.9,0.86,0.86,0.92
megasquirtavr.csv,0.39,0.41,0.85,0.3,0.38,0.34,0.4,0.44,0.53,0.4,0.46,0.34,0.37,0.43,0.34,0.34,0.33,0.38
mp-rechnungs-und-kundenverwaltung.csv,0.51,0.86,0.62,0.9,0.49,0.44,0.54,0.44,0.71,0.56,0.95,0.7,0.83,0.56,0.78,0.52,0.92,0.44
mptvseries.csv,0.46,0.76,0.63,0.81,0.61,0.59,0.55,0.53,0.61,0.88,0.73,0.82,0.77,0.81,0.79,0.42,0.69,0.8
oorexx.csv,0.33,0.54,0.67,0.32,0.36,0.4,0.67,0.44,0.39,0.51,0.49,0.4,0.41,0.47,0.44,0.35,0.36,0.49
somap.csv,0.39,0.48,0.53,0.32,0.38,0.37,0.4,0.44,0.42,0.38,0.46,0.35,0.37,0.43,0.36,0.35,0.35,0.38
tktoolkit.csv,0.75,0.58,0.76,0.56,0.47,0.42,0.95,0.5,0.43,0.48,0.69,0.45,0.51,0.61,0.61,0.45,0.76,0.76
xharbour.csv,0.39,0.52,0.48,0.42,0.42,0.35,0.46,0.45,0.44,0.42,0.55,0.41,0.44,0.42,0.35,0.32,0.37,0.41
