,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,1.0,0.36,0.38,0.33,0.9,1.0,0.06,0.23,1.0,0.33,1.0,0.0,0.33,0.79,1.0,0.97,1.0,0.44
bionote.csv,1.0,0.4,0.33,0.6,0.67,1.0,0.05,0.33,0.67,0.67,1.0,0.6,1.0,0.3,1.0,1.0,1.0,0.8
buddata-ebxml-registry.csv,0.82,0.3,0.22,0.3,0.75,0.39,0.13,0.21,0.69,0.79,0.78,0.32,0.13,0.19,0.92,0.98,1.0,0.6
bullet.csv,0.88,0.27,0.36,0.19,0.98,0.25,0.14,0.22,0.77,0.81,0.74,0.3,0.13,0.2,0.88,0.98,0.97,0.61
bulmages.csv,0.96,0.2,0.4,0.33,0.72,0.5,0.0,1.0,0.55,0.57,0.73,0.33,0.0,0.17,1.0,1.0,1.0,0.68
bwapi.csv,0.83,0.34,0.24,0.32,0.75,0.38,0.12,0.2,0.69,0.77,0.98,0.31,0.14,0.18,0.92,0.98,0.94,0.58
cubefs.csv,0.87,0.3,0.47,0.3,0.72,0.33,0.0,0.15,0.97,0.74,0.52,0.3,0.13,0.31,1.0,1.0,0.97,0.54
emisview.csv,1.0,0.29,0.0,1.0,1.0,0.42,0.0,0.2,0.33,1.0,0.67,0.25,0.1,0.33,1.0,1.0,1.0,0.75
java-gnome.csv,0.81,0.56,0.37,0.42,0.86,0.48,0.13,0.21,0.9,0.98,0.7,0.41,0.07,0.23,0.92,1.0,0.96,0.57
jgameai.csv,1.0,1.0,0.45,0.5,0.71,0.33,0.15,0.26,0.57,1.0,0.78,0.24,0.0,0.29,0.9,1.0,0.86,0.75
megasquirtavr.csv,0.82,0.31,1.0,0.3,0.76,0.38,0.13,0.21,0.78,0.87,0.78,0.31,0.14,0.19,0.92,1.0,0.95,0.59
mp-rechnungs-und-kundenverwaltung.csv,0.97,0.14,0.22,0.6,0.71,0.41,0.13,0.25,0.6,0.75,0.84,0.98,0.42,0.29,0.94,1.0,0.92,0.52
mptvseries.csv,0.92,0.18,0.42,0.56,0.81,1.0,0.17,0.22,0.79,0.88,0.75,0.44,0.23,0.33,0.89,1.0,1.0,0.53
oorexx.csv,0.88,0.32,0.2,0.3,0.84,0.37,0.17,0.25,0.68,0.77,0.7,0.31,0.1,0.21,0.95,0.98,0.95,0.97
somap.csv,0.82,0.29,0.22,0.31,0.76,0.33,0.13,0.21,0.69,0.78,0.78,0.32,0.13,0.19,0.99,1.0,0.94,0.59
tktoolkit.csv,0.0,0.32,0.18,0.28,0.85,0.42,1.0,0.26,0.65,0.81,0.72,0.31,0.14,0.2,1.0,1.0,1.0,0.53
xharbour.csv,0.99,0.25,0.33,0.27,0.8,0.41,0.13,0.2,0.73,0.78,0.79,0.32,0.16,0.21,0.92,0.98,0.94,0.57
