,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.59,0.81,0.15,0.09,0.28,0.37,0.04,0.14,0.03,0.02,0.07,0.0,0.25,0.87,0.15,0.55,0.09,0.19
bionote.csv,0.06,0.08,0.3,0.13,0.09,0.16,0.04,0.05,0.03,0.07,0.06,0.06,1.0,0.1,0.08,0.14,0.06,0.11
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.98,1.0,1.0
bullet.csv,0.7,0.54,0.25,0.3,0.96,0.32,0.7,0.52,0.35,0.61,0.46,0.68,0.5,0.8,0.61,0.81,0.55,0.97
bulmages.csv,0.51,0.08,0.3,0.04,0.31,0.21,0.0,0.86,0.08,0.07,0.26,0.06,0.0,0.37,0.07,0.17,0.09,0.36
bwapi.csv,0.98,0.92,0.9,0.74,0.94,0.95,0.91,0.86,0.88,0.93,0.98,0.89,1.0,0.93,0.93,0.97,0.73,0.94
cubefs.csv,0.71,0.85,0.4,0.83,0.31,0.32,0.0,0.38,0.99,0.4,0.14,0.7,0.62,0.63,0.53,0.38,0.57,0.36
emisview.csv,0.06,0.08,0.0,1.0,0.07,0.26,0.0,0.1,0.03,0.07,0.05,0.11,0.12,0.03,0.22,0.03,0.15,0.08
java-gnome.csv,0.15,0.19,0.35,0.43,0.66,0.53,1.0,1.0,0.12,1.0,0.27,0.47,0.12,0.63,0.17,0.21,0.36,0.36
jgameai.csv,0.06,0.96,0.25,0.09,0.22,0.11,0.43,0.48,0.05,0.23,0.2,0.09,0.0,0.13,0.25,0.12,0.09,0.25
megasquirtavr.csv,1.0,0.69,0.65,1.0,1.0,1.0,1.0,1.0,0.58,0.84,1.0,0.94,1.0,1.0,0.94,0.86,0.91,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.44,0.04,0.7,0.26,0.37,0.74,0.74,0.95,0.35,0.63,0.13,0.89,0.62,0.67,0.24,0.36,0.18,0.69
mptvseries.csv,0.62,0.12,0.4,0.39,0.37,0.89,0.61,0.52,0.29,0.26,0.29,0.32,0.38,0.4,0.24,0.45,0.24,0.22
oorexx.csv,0.67,0.88,0.5,0.96,0.87,0.68,0.52,0.76,0.68,0.53,0.65,0.72,0.5,0.6,0.51,0.86,0.78,1.0
somap.csv,1.0,1.0,1.0,0.96,1.0,0.79,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.96,1.0
tktoolkit.csv,0.0,0.92,0.3,0.39,0.51,0.53,0.96,0.62,0.53,0.44,0.52,0.4,0.62,0.5,0.32,0.5,0.25,0.25
xharbour.csv,1.0,0.62,0.75,0.61,0.79,1.0,0.74,0.81,0.9,0.91,0.77,0.74,0.88,1.0,0.9,1.0,0.72,0.86
