,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.64,0.67,0.18,0.11,0.32,0.42,0.05,0.17,0.04,0.02,0.09,0.0,0.29,0.88,0.18,0.0,0.11,0.22
bionote.csv,0.07,0.1,0.34,0.16,0.11,0.19,0.05,0.06,0.04,0.09,0.07,0.07,1.0,0.12,0.1,0.17,0.07,0.13
buddata-ebxml-registry.csv,0.0,0.09,0.05,0.0,0.0,0.13,0.13,0.21,0.0,0.24,0.0,0.09,0.0,0.05,0.0,0.0,1.0,0.17
bullet.csv,0.67,0.5,0.29,0.32,0.96,0.34,0.59,0.52,0.39,0.58,0.46,0.51,0.5,0.57,0.0,0.0,0.58,0.4
bulmages.csv,0.56,0.1,0.35,0.05,0.34,0.25,0.0,0.88,0.1,0.09,0.3,0.07,0.0,0.4,0.09,0.2,0.11,0.4
bwapi.csv,0.21,0.62,0.54,0.59,0.0,0.24,0.13,0.39,0.32,0.0,0.97,0.29,0.3,0.21,0.0,0.0,0.53,0.0
cubefs.csv,0.66,0.5,0.45,0.44,0.34,0.35,0.0,0.39,0.98,0.42,0.16,0.51,0.55,0.64,0.58,0.43,0.6,0.39
emisview.csv,0.07,0.1,0.0,1.0,0.09,0.3,0.0,0.12,0.04,0.09,0.06,0.13,0.14,0.04,0.26,0.04,0.18,0.1
java-gnome.csv,0.18,0.23,0.4,0.47,0.66,0.55,0.0,0.0,0.15,0.99,0.3,0.5,0.14,0.6,0.2,0.25,0.4,0.39
jgameai.csv,0.07,0.97,0.29,0.11,0.26,0.13,0.46,0.51,0.06,0.27,0.24,0.11,0.0,0.16,0.29,0.15,0.11,0.29
megasquirtavr.csv,0.0,0.59,0.7,0.0,0.0,0.0,0.0,0.0,0.59,0.76,0.0,0.24,0.24,0.0,0.0,0.88,0.6,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.49,0.05,0.55,0.3,0.39,0.61,0.56,0.6,0.37,0.48,0.16,0.91,0.66,0.66,0.28,0.41,0.21,0.27
mptvseries.csv,0.64,0.14,0.45,0.44,0.41,0.91,0.6,0.52,0.33,0.3,0.33,0.36,0.43,0.45,0.28,0.51,0.28,0.26
oorexx.csv,0.65,0.55,0.49,0.17,0.75,0.54,0.54,0.65,0.54,0.51,0.13,0.53,0.44,0.57,0.54,0.0,0.55,0.99
somap.csv,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.86,0.0,0.0
tktoolkit.csv,0.0,0.55,0.34,0.42,0.54,0.53,0.97,0.6,0.48,0.47,0.46,0.43,0.57,0.51,0.37,0.56,0.29,0.29
xharbour.csv,0.99,0.45,0.71,0.49,0.65,0.43,0.56,0.41,0.58,0.24,0.59,0.53,0.61,0.43,0.0,0.0,0.52,0.29
