,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.08,0.35,0.98,0.19,0.41
nabu-library.csv,0.53,0.78,0.7,0.81,0.98
pcgen.csv,0.37,0.98,0.68,0.59,0.33
selenium.csv,0.97,0.44,0.27,0.84,0.25
tolven.csv,0.1,0.53,0.2,0.97,0.08
