,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
columba.csv,0.39,0.28,0.34,0.36,0.52,0.36,0.0,0.5,0.63,0.8,0.95,0.33,0.65,0.76
encog-cs.csv,0.61,0.34,0.63,1.0,0.62,0.5,0.49,0.29,0.27,0.54,0.39,0.5,0.45,0.69
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flexpay.csv,0.26,0.34,0.16,0.21,0.92,0.14,0.26,0.36,0.24,0.33,0.5,0.46,0.26,0.0
fluent-nhibernate.csv,0.26,0.0,0.04,0.17,0.16,0.1,0.0,0.15,0.24,1.0,0.11,0.16,0.13,0.0
geochat.csv,0.25,0.14,0.27,0.56,0.43,0.19,0.23,0.28,0.34,0.3,0.13,0.98,0.16,0.74
gpsmid.csv,0.95,0.37,0.74,0.47,0.45,0.47,0.52,0.49,0.65,0.74,0.43,0.62,0.49,0.43
k3d.csv,0.05,0.0,0.92,0.1,0.1,0.0,0.0,0.05,0.0,0.15,0.05,0.09,0.12,0.0
m-a-d-n-e-s-s.csv,0.48,0.18,0.27,0.38,0.47,0.96,0.38,0.44,0.4,0.6,0.31,0.24,0.32,0.65
mob-sen-plat.csv,0.32,1.0,0.61,0.2,0.19,0.32,0.5,0.2,0.0,0.2,0.39,0.2,0.52,0.0
ninject.csv,0.36,0.0,0.04,0.17,0.2,0.1,0.51,0.13,1.0,0.46,0.36,0.16,0.12,0.0
uface.csv,0.66,0.6,0.58,0.58,0.55,0.39,0.61,0.61,0.74,0.56,0.57,0.57,0.99,0.23
v8.csv,0.7,0.21,0.09,0.45,0.54,0.09,0.53,1.0,0.63,0.77,0.59,0.36,0.61,0.23
