,id,max_bell,avge,median,bellwether
0,2,8,2.55,0.595,genoviz.csv
1,23,4,3.0,0.8,bigdata.csv
2,31,0,0.25,0.33999999999999997,k3d.csv
3,36,3,1.67,0.45,mvdsv.csv
4,49,4,3.64,0.5,biodwh.csv
