,id,expected,max_bell,avge,median,bellwether,size
48,3,2,1,0.2,0.53,bochs.csv,5
46,4,1,3,1.5,0.675,fontforge.csv,4
53,5,7,11,6.7,0.6799999999999999,gebr.csv,20
22,6,6,11,4.56,0.66,ultimairis.csv,18
17,7,1,0,0.0,0.36,openmeetings.csv,2
28,8,2,1,0.6,0.55,xmemcached.csv,5
15,9,7,9,4.55,0.645,multitude.csv,20
25,10,6,5,3.28,0.49,frogatto.csv,18
16,11,4,7,4.36,0.74,kml.csv,11
49,12,5,4,1.86,0.5700000000000001,hydrogen.csv,14
52,13,3,1,0.88,0.525,motu.csv,8
54,14,3,2,0.62,0.37,bibedt.csv,8
47,15,2,1,0.67,0.555,codeblocks.csv,6
19,16,2,1,0.8,0.6,qtractor.csv,5
24,17,7,3,2.0,0.55,flylinkdc.csv,20
13,18,6,9,4.94,0.665,patterntesting.csv,18
26,19,5,7,3.0,0.65,micomt.csv,15
12,20,0,0,0.0,0.58,dataobjectsdotnet.csv,1
29,21,3,2,0.89,0.45,skia.csv,10
55,22,1,2,1.25,0.65,neoengine.csv,4
45,24,3,1,1.12,0.32999999999999996,jmoney.csv,10
56,25,1,2,1.5,0.7949999999999999,m-m-m.csv,2
27,26,2,1,0.6,0.47,coot.csv,5
14,27,2,3,1.14,0.49,magicwars.csv,7
23,28,4,2,1.73,0.58,codesmith.csv,11
18,29,3,1,1.5,0.545,opensim4opencog.csv,8
36,30,5,6,2.75,0.59,gephex.csv,17
4,32,1,0,0.0,0.41500000000000004,raygina.csv,2
11,33,5,3,1.57,0.49,columba.csv,14
10,34,5,4,1.87,0.49,fleet-simulator.csv,16
5,35,4,3,1.91,0.59,lphant.csv,11
37,37,5,4,4.19,0.61,triplea.csv,17
32,38,5,5,3.5,0.605,stajistics.csv,16
38,39,4,5,2.0,0.545,baadengine.csv,12
50,40,3,4,2.0,0.63,soar.csv,8
43,41,3,1,0.8,0.475,springside.csv,10
20,42,6,5,2.37,0.61,thedata.csv,19
31,43,5,7,3.5,0.625,red5.csv,16
30,44,7,9,3.2,0.56,azureus.csv,20
21,45,4,4,3.08,0.55,nova.csv,12
42,46,6,8,4.53,0.62,prelude.csv,19
51,47,3,5,1.88,0.7,botsnscouts.csv,8
44,48,2,2,0.6,0.51,autofac.csv,5
2,50,4,4,2.46,0.61,exist.csv,13
7,51,6,2,1.29,0.53,applet2app.csv,17
39,52,2,1,1.17,0.48,plearn.csv,6
35,53,1,2,0.75,0.615,k3b.csv,4
34,54,4,3,1.18,0.51,pcgen.csv,11
40,55,5,6,2.29,0.64,maya-work-in-progress.csv,14
6,56,2,2,1.2,0.57,decidr.csv,5
3,57,3,4,1.8,0.62,openmalaria.csv,10
8,58,2,2,1.0,0.54,runuomondains.csv,6
1,59,4,2,1.67,0.46,esmf.csv,13
9,60,7,4,2.55,0.535,zemljanka.csv,20
0,61,2,2,1.29,0.65,sumatrapdf.csv,7
33,62,3,4,3.38,0.69,bwapi.csv,8
41,63,5,1,0.71,0.39,gss.csv,15
