,id,expected,max_bell,avge,median,bellwether,size
48,3,2,2,1.4,0.64,jaql.csv,5
46,4,1,3,2.0,0.75,fontforge.csv,4
53,5,7,19,10.65,0.975,gebr.csv,20
22,6,6,16,8.22,0.99,ppcboot.csv,18
17,7,1,2,1.5,0.7749999999999999,openmeetings.csv,2
28,8,2,5,2.6,0.83,google-gears.csv,5
15,9,7,19,9.45,0.975,arianne.csv,20
25,10,6,17,7.61,0.965,plato.csv,18
16,11,4,11,6.91,1.0,biopax.csv,11
49,12,5,12,6.43,1.0,hydrogen.csv,14
52,13,3,8,4.0,1.0,irrlicht.csv,8
54,14,3,4,2.0,0.64,bibedt.csv,8
47,15,2,4,2.0,0.7749999999999999,silvertree.csv,6
19,16,2,5,2.6,0.91,open-data-kit.csv,5
24,17,7,19,8.65,0.915,enzo.csv,20
13,18,6,16,9.67,1.0,enlightenment.csv,18
26,19,5,13,6.2,0.89,modplug.csv,15
12,20,0,0,0.0,0.59,dataobjectsdotnet.csv,1
29,21,3,6,2.78,0.71,skia.csv,10
55,22,1,3,2.25,0.81,doomlegacy.csv,4
45,24,3,5,2.88,0.655,calcubetimer.csv,10
56,25,1,2,1.5,0.7649999999999999,m-m-m.csv,2
27,26,2,3,1.6,0.72,coot.csv,5
14,27,2,6,2.0,0.94,magicwars.csv,7
23,28,4,10,3.91,0.76,unicase.csv,11
18,29,3,7,3.0,0.845,power-architect.csv,8
36,30,5,16,6.06,0.94,simplewebservices.csv,17
4,32,1,1,1.0,0.595,raygina.csv,2
11,33,5,14,5.14,0.94,uface.csv,14
10,34,5,14,5.13,0.97,fleet-simulator.csv,16
5,35,4,11,4.55,0.83,inkscape.csv,11
37,37,5,17,8.12,0.98,jedit.csv,17
32,38,5,11,6.0,0.885,bnetd.csv,16
38,39,4,11,4.42,0.955,baadengine.csv,12
50,40,3,7,4.0,0.95,logicmail.csv,8
43,41,3,9,3.0,0.865,pokeglobal.csv,10
20,42,6,19,6.79,1.0,google-collections.csv,19
31,43,5,14,6.5,0.925,primefaces.csv,16
30,44,7,17,7.0,0.935,azureus.csv,20
21,45,4,10,6.42,0.975,wpdev.csv,12
42,46,6,19,9.11,0.96,zengine.csv,19
51,47,3,5,2.62,0.785,anaxagora.csv,8
44,48,2,4,2.0,0.81,autofac.csv,5
2,50,4,13,6.38,0.98,exist.csv,13
7,51,6,11,7.35,1.0,nh3d.csv,17
39,52,2,2,1.67,0.64,nsis.csv,6
35,53,1,3,1.5,0.76,k3b.csv,4
34,54,4,9,2.55,0.89,pcgen.csv,11
40,55,5,14,4.71,1.0,buddata-ebxml-registry.csv,14
6,56,2,5,2.4,0.92,decidr.csv,5
3,57,3,9,4.3,0.885,plplot.csv,10
8,58,2,4,1.8,0.75,runuomondains.csv,6
1,59,4,12,5.33,1.0,libopenmetaverse.csv,13
9,60,7,18,6.85,0.8200000000000001,zemljanka.csv,20
0,61,2,5,3.29,0.89,sumatrapdf.csv,7
33,62,3,7,4.88,0.935,somap.csv,8
41,63,5,13,5.57,0.83,ldview.csv,15
