,id,expected,max_bell,avge,median,bellwether,size
48,3,2,0,0.4,0.5,bochs.csv,5
46,4,1,2,2.0,0.69,fontforge.csv,4
53,5,7,12,8.7,0.77,modellus.csv,20
22,6,6,10,6.56,0.685,phonon-vlc-mplayer.csv,18
17,7,1,0,0.0,0.26,openmeetings.csv,2
28,8,2,3,1.8,0.67,bdbbasic.csv,5
15,9,7,10,6.2,0.6699999999999999,wow-qrsk.csv,20
25,10,6,6,4.94,0.5,konversation.csv,18
16,11,4,7,5.09,0.83,sigil.csv,11
49,12,5,4,2.86,0.5549999999999999,open-ms.csv,14
52,13,3,3,1.5,0.515,migen.csv,8
54,14,3,1,0.75,0.45,bibedt.csv,8
47,15,2,2,1.17,0.55,qcad2.csv,6
19,16,2,2,1.4,0.58,turbotrader-bos.csv,5
24,17,7,5,3.5,0.49,jcae.csv,20
13,18,6,11,5.78,0.835,genoviz.csv,18
26,19,5,9,4.8,0.71,emulemorph.csv,15
12,20,0,0,0.0,0.57,dataobjectsdotnet.csv,1
29,21,3,1,1.56,0.495,skia.csv,10
55,22,1,3,2.25,0.8200000000000001,omseek.csv,4
45,24,3,2,1.88,0.36,reaper3d.csv,10
56,25,1,2,2.0,0.935,jsidplay2.csv,2
27,26,2,2,0.8,0.6,xcf.csv,5
14,27,2,3,2.14,0.59,servicestack.csv,7
23,28,4,6,3.45,0.7,tycho.csv,11
18,29,3,3,3.25,0.575,ibatisdb.csv,8
36,30,5,6,4.94,0.6,bigdata.csv,17
4,32,1,0,0.0,0.385,bloodycore.csv,2
11,33,5,3,3.07,0.47,k3d.csv,14
10,34,5,6,4.2,0.545,gtad.csv,16
5,35,4,5,2.73,0.65,yaprm.csv,11
37,37,5,7,5.69,0.62,apertium.csv,17
32,38,5,9,6.44,0.8049999999999999,mvdsv.csv,16
38,39,4,4,3.75,0.545,chaosrts.csv,12
50,40,3,3,2.0,0.605,web-cat.csv,8
43,41,3,2,0.9,0.45999999999999996,gogoego.csv,10
20,42,6,6,4.58,0.5,forester-atv.csv,19
31,43,5,7,5.06,0.5700000000000001,customsagetv.csv,16
30,44,7,8,4.9,0.565,lite.csv,20
21,45,4,3,3.92,0.545,nova.csv,12
42,46,6,8,6.05,0.59,tokratan.csv,19
51,47,3,3,2.25,0.635,mediaportal.csv,8
44,48,2,1,0.8,0.56,snakeyaml.csv,5
2,50,4,5,2.0,0.56,gwanted.csv,13
7,51,6,2,1.94,0.48,applet2app.csv,17
39,52,2,2,1.83,0.45999999999999996,plearn.csv,6
35,53,1,2,1.5,0.595,fityk.csv,4
34,54,4,5,3.09,0.62,personalaccess.csv,11
40,55,5,7,4.43,0.655,cornerstone.csv,14
6,56,2,1,1.4,0.58,tolven.csv,5
3,57,3,2,2.6,0.615,popeye-chess.csv,10
8,58,2,2,1.6,0.475,e-bio-flow.csv,6
1,59,4,3,2.42,0.48,delphilhlplib.csv,13
9,60,7,7,4.65,0.6,biodwh.csv,20
0,61,2,2,1.71,0.5,ifmo-game-1.csv,7
33,62,3,5,4.12,0.74,cities3d.csv,8
41,63,5,1,1.21,0.47,quark.csv,15
