,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.0,1.0,0.14,0.32,0.54,0.33,0.39,0.08,0.43
carabiner.csv,0.04,0.97,0.03,0.29,0.89,0.35,0.17,0.08,0.54
continuum-ide.csv,0.0,0.58,0.0,0.44,0.62,0.6,0.33,0.11,0.0
gtad.csv,0.13,1.0,0.1,0.6,1.0,0.33,0.18,0.13,0.5
htmlunit.csv,0.06,1.0,0.13,0.53,0.88,0.32,0.16,0.1,0.36
jsr308-langtools.csv,0.04,0.97,0.14,0.67,0.93,0.34,0.17,0.08,0.33
kaffeine.csv,0.03,0.98,0.02,0.41,0.6,0.32,0.25,0.07,0.33
stemkit.csv,0.0,0.88,0.17,0.45,0.88,0.67,0.04,0.2,0.21
taokgame.csv,0.04,1.0,0.56,0.26,0.58,0.31,0.15,0.09,0.32
