,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.43,0.26,0.39,0.14,0.17,0.5
nsis.csv,0.32,0.81,0.01,0.07,0.66,0.45
papertoolkit.csv,0.46,0.36,0.1,0.4,0.66,0.42
plearn.csv,0.53,0.42,0.07,0.05,0.53,0.46
qdvdauthor.csv,0.44,0.83,0.06,0.13,0.75,0.52
tango-cs.csv,0.45,0.81,0.18,0.07,0.75,0.52
