,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.55,0.18,0.82,0.38,0.12,0.54
nsis.csv,0.44,0.74,0.05,0.4,0.58,0.51
papertoolkit.csv,0.5,0.26,0.36,0.97,0.56,0.46
plearn.csv,0.69,0.28,0.35,0.35,0.45,0.54
qdvdauthor.csv,0.58,0.69,0.28,0.37,0.67,0.57
tango-cs.csv,0.54,0.0,0.62,0.37,0.52,0.55
