,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.69,0.61,0.65,0.68,0.8
open-data-kit.csv,0.62,0.24,0.77,0.57,0.66
qtractor.csv,0.74,0.57,0.52,0.69,0.68
quarkplayer.csv,0.21,0.71,0.3,0.47,0.0
turbotrader-bos.csv,0.37,0.31,0.21,0.71,0.5
