,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,1.0,0.0,9.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0
aztec.csv,0.0,0.0,22.0,14.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0
bl-toolkit.csv,0.0,3.0,10.0,4.0,1.0,5.0,6.0,1.0,2.0,1.0,4.0
clamav.csv,0.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,9.0,1.0,6.0
fm-classic.csv,71.0,318.0,0.0,55.0,74.0,0.0,293.0,124.0,113.0,384.0,627.0
kml.csv,0.0,29.0,13.0,3.0,0.0,0.0,12.0,0.0,2.0,1.0,1.0
lufa-lib.csv,4.0,30.0,13.0,4.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0
mplayer-ce.csv,0.0,51.0,21.0,11.0,2.0,1.0,5.0,9.0,1.0,5.0,0.0
qmmp.csv,2.0,5.0,20.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0
xapian.csv,1.0,11.0,7.0,7.0,3.0,1.0,3.0,0.0,0.0,2.0,5.0
xtreemfs.csv,2.0,30.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
