,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.68,0.12,0.67,0.25,0.56,1.0,0.26,0.27,0.27,0.71,0.29
aztec.csv,0.08,0.92,0.33,0.9,0.67,0.1,0.38,0.1,0.12,0.76,0.57
bl-toolkit.csv,0.94,0.67,1.0,0.75,0.72,0.63,0.61,0.46,0.46,0.79,0.97
clamav.csv,0.5,0.62,0.67,1.0,0.67,0.64,0.19,0.52,0.58,0.84,0.57
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
kml.csv,0.62,0.38,0.67,0.3,0.89,0.75,0.36,0.46,0.54,0.41,0.8
lufa-lib.csv,0.38,0.54,0.67,0.65,0.69,0.58,0.98,0.37,0.46,0.81,0.5
mplayer-ce.csv,0.78,0.42,1.0,0.7,0.61,0.78,0.42,0.71,0.73,0.63,0.96
qmmp.csv,0.54,0.58,1.0,0.5,0.78,0.75,0.58,0.98,0.65,0.94,0.88
xapian.csv,0.34,0.17,1.0,0.05,0.47,0.39,0.45,0.3,0.92,0.2,0.49
xtreemfs.csv,0.48,0.54,0.67,0.35,0.5,0.45,0.3,0.1,0.35,0.99,0.35
