,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.54,0.9,0.48,0.88,0.48,0.51,0.59,0.84,0.92,0.46,0.84
aztec.csv,0.83,0.95,0.38,0.42,0.5,0.93,0.89,0.89,0.91,0.42,0.56
bl-toolkit.csv,0.45,0.76,0.42,0.38,0.4,0.47,0.46,0.72,0.69,0.39,0.37
clamav.csv,0.47,0.46,0.86,0.52,0.37,0.45,0.74,0.43,0.42,0.36,0.39
fm-classic.csv,0.0,0.0,0.67,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
kml.csv,0.51,0.57,0.41,0.75,0.47,0.41,0.47,0.5,0.57,0.52,0.35
lufa-lib.csv,0.57,0.61,0.44,0.5,0.46,0.55,0.74,0.66,0.61,0.39,0.53
mplayer-ce.csv,0.46,0.53,0.37,0.48,0.46,0.49,0.78,0.48,0.48,0.48,0.61
qmmp.csv,0.49,0.48,0.32,0.52,0.35,0.42,0.46,0.53,0.44,0.32,0.34
xapian.csv,0.65,0.98,0.71,0.88,0.74,0.65,0.78,0.72,0.83,0.85,0.71
xtreemfs.csv,0.46,0.38,0.58,0.89,0.63,0.6,0.61,0.88,0.94,0.34,0.58
