,0,1
inkscape.csv,0.0,0.775
wxcrp.csv,0.333,0.33
m-m-m.csv,0.8165,0.9
bacula.csv,0.25,0.6
extprosys.csv,0.8165,0.535
lsb.csv,0.25,0.8
fritzing.csv,0.571,0.665
robocode.csv,0.333,0.5
capcode.csv,0.0,0.0
openefm.csv,0.333,0.585
etics.csv,0.25,0.25
novembre.csv,0.25,0.5
lmms.csv,0.0,0.74
codeblocks.csv,0.636,0.75
ontomorphtab.csv,0.4165,0.67
x-ray-mule.csv,0.0,1.0
openintents.csv,0.0,0.0
atomsite.csv,0.5,0.41500000000000004
bloodycore.csv,0.0,0.36
checker-framework.csv,0.25,0.75
arianne.csv,0.55,0.575
dsworkbench.csv,0.7,0.7
gogoego.csv,0.0,0.38
electric-core.csv,0.0,0.5
atlc.csv,0.9,0.75
rosegarden.csv,0.0,0.6
linuxsh.csv,1.0,0.5
theresa.csv,0.0,0.0
jcae.csv,0.0,0.0
dxengine.csv,0.333,0.41500000000000004
uwom-server.csv,0.0,0.365
ivatamasks.csv,0.528,0.8
playerstage.csv,0.55,0.635
taverna.csv,0.667,0.585
rtb-team.csv,0.75,1.0
projectts.csv,0.75,0.67
autofac.csv,0.5,0.41500000000000004
nsis.csv,0.667,1.0
knowledge.csv,0.5,1.0
esmf.csv,0.0,0.33
abbot.csv,0.325,0.775
konversation.csv,0.0,0.75
arsenal-1.csv,0.4165,0.33
utgb.csv,0.333,0.67
taokgame.csv,1.0,0.0
openmeetings.csv,0.0,0.585
nosleepsoftware.csv,0.5,0.75
jsidplay2.csv,0.5,0.815
chipster.csv,0.3095,0.43
badtrinitycore.csv,0.0,0.675
redshell.csv,0.0,0.915
zengine.csv,0.875,0.875
javagroups.csv,0.4,0.4
hazelcast.csv,0.36650000000000005,1.0
xuggle.csv,0.0,0.45
moviesandbox.csv,0.45,0.7
jrefactory.csv,0.4,0.8
alembik.csv,0.0,0.75
mule.csv,0.4,0.655
aubit4gl.csv,0.0,0.6
sepgsql.csv,0.0,0.67
sblim.csv,0.0,0.5
pentahoanalysistool.csv,0.333,0.585
rezilla.csv,1.0,0.5
pcgen.csv,0.0,0.635
dvd-create.csv,0.5,0.86
freenet.csv,0.0,0.71
ivef-sdk.csv,0.9285,1.0
adonthell.csv,0.833,0.5
algebsql.csv,1.0,0.875
