,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.15,0.51,0.81,0.55,0.05,0.17,0.68
elvishrayrenderer.csv,0.51,0.57,0.93,0.5,0.02,0.25,0.82
graphmak.csv,0.58,0.48,0.82,0.42,0.06,0.14,0.58
hazelcast.csv,0.37,0.51,1.0,0.54,0.05,0.23,0.69
jrdf.csv,0.23,0.64,0.87,0.17,0.04,0.48,0.78
pdfedit.csv,0.31,0.71,0.82,0.45,0.07,0.2,0.73
tart.csv,0.38,0.63,0.9,0.48,0.17,0.19,0.65
