,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.0,0.36,0.9,1.0,0.52,0.84,1.0,0.0,1.0,0.12
freedom-erp.csv,0.0,0.09,0.4,0.14,0.32,0.46,0.76,0.0,0.0,0.0
jahshaka.csv,1.0,0.82,0.55,0.36,0.32,0.3,0.43,1.0,0.2,0.12
jmoney.csv,0.0,0.64,0.75,0.73,0.38,0.45,0.27,0.0,0.6,0.62
reaper3d.csv,1.0,0.45,0.65,0.77,0.38,0.55,0.84,0.0,0.6,0.75
sblim.csv,0.0,0.55,0.7,0.77,0.05,0.09,0.19,0.0,0.8,0.0
swtfox.csv,1.0,0.45,0.4,0.27,0.65,0.2,0.12,0.0,0.6,0.38
tart.csv,0.0,0.18,0.85,0.77,0.65,0.27,0.01,0.0,1.0,0.5
