,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,1.0,0.0,0.0,0.96,0.0,0.01,1.0,0.8,1.0,0.02,1.0,0.77,0.0,1.0,0.98,1.0,0.06,0.21,1.0
fbmanager.csv,0.65,1.0,0.35,0.58,0.45,0.4,0.32,1.0,0.8,0.62,0.7,0.33,0.58,0.06,0.79,0.39,0.4,0.39,0.67,0.33
fleet-simulator.csv,0.79,1.0,0.98,0.95,0.8,1.0,0.93,0.8,0.8,1.0,0.96,1.0,0.74,0.95,1.0,0.96,0.6,0.65,0.85,0.93
hannosset.csv,0.15,0.0,0.1,0.18,0.04,0.0,0.26,0.0,0.2,0.62,0.11,0.83,0.16,0.09,0.03,0.33,0.4,0.4,0.21,0.71
hydrate.csv,0.62,1.0,0.68,0.34,0.29,0.8,0.45,0.8,0.8,0.88,0.72,0.67,0.53,0.81,0.82,0.69,0.8,0.47,0.76,0.16
jgossipforum.csv,0.56,0.0,0.08,0.24,0.31,0.6,0.62,1.0,0.4,0.75,0.2,0.0,0.54,0.53,0.38,0.46,0.0,0.26,0.15,0.06
jruby.csv,0.15,0.0,0.26,0.55,0.78,0.2,0.83,0.6,0.8,0.38,0.76,0.67,0.09,0.45,0.32,0.85,1.0,0.66,0.91,0.74
madman.csv,0.35,1.0,0.07,0.47,0.24,0.6,0.21,0.2,0.6,1.0,0.06,0.33,0.21,0.32,0.24,0.22,0.6,0.5,0.12,0.48
mediaportal.csv,0.06,0.0,0.15,0.45,0.09,0.2,0.11,0.0,0.4,0.38,0.26,0.5,0.12,0.56,0.44,0.22,0.2,0.21,0.7,0.34
ninject.csv,0.38,1.0,0.56,0.29,0.62,0.2,0.43,0.2,0.6,0.38,0.3,0.0,0.53,0.49,0.24,0.28,1.0,0.18,0.48,0.47
officefloor.csv,0.18,0.0,0.06,0.66,0.24,0.2,0.3,0.6,0.6,0.38,0.43,0.5,0.21,0.61,0.76,0.41,0.2,0.34,0.36,0.2
ontopia.csv,0.38,1.0,0.8,0.5,0.13,0.8,0.78,0.6,0.2,1.0,0.72,0.5,0.65,0.38,0.29,0.61,0.2,0.16,0.52,0.16
poormans.csv,0.09,1.0,0.33,0.53,0.07,0.0,0.09,0.2,0.6,0.12,0.28,0.0,0.12,0.88,0.76,0.02,0.4,0.18,0.82,0.06
power-architect.csv,0.94,1.0,1.0,0.97,0.36,1.0,0.45,0.4,0.6,1.0,0.81,1.0,0.89,0.92,0.85,0.52,0.6,0.84,1.0,0.67
powerfolder.csv,0.59,0.0,0.17,0.29,0.42,0.6,0.38,0.4,1.0,0.88,0.2,0.5,0.39,0.36,0.38,0.37,0.2,0.71,0.18,0.31
stuproa-cims.csv,0.03,1.0,0.02,0.55,0.62,0.0,0.13,0.2,0.2,0.25,0.24,0.17,0.0,0.43,0.15,0.0,0.6,0.17,0.61,0.8
tart.csv,0.47,0.0,0.32,0.45,0.4,0.8,0.18,0.4,0.0,0.5,0.44,0.17,0.65,0.51,0.79,0.33,0.2,0.23,0.42,0.17
uface.csv,0.82,1.0,0.85,1.0,0.67,0.8,0.58,1.0,1.0,1.0,0.85,1.0,0.91,0.97,1.0,0.52,1.0,0.61,0.97,0.94
wxlua.csv,0.56,1.0,0.89,0.0,0.02,0.8,0.39,0.2,1.0,0.75,0.31,0.67,0.63,0.24,0.47,0.09,1.0,0.21,0.3,0.19
