,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.2,0.18,0.29,0.47,0.23,0.93,0.0,0.05,0.38,0.24,0.06,0.2,0.3
badtrinity-zero.csv,0.12,0.18,0.97,0.23,0.55,0.54,0.47,0.09,0.64,0.62,0.64,0.54,0.55
bibletime.csv,0.42,0.56,0.66,0.68,0.65,0.69,0.62,0.67,0.55,1.0,0.66,0.69,0.52
critterding.csv,0.33,0.95,0.56,0.38,0.42,0.65,0.68,0.52,0.35,0.51,0.45,0.29,0.65
elateportal.csv,0.28,0.47,0.22,0.57,0.32,0.1,0.0,0.32,0.0,0.04,0.96,0.18,0.29
fmri-dmt.csv,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.13,0.04
ftm.csv,0.62,0.46,0.5,0.6,0.63,0.65,0.38,0.44,0.6,0.57,0.13,0.57,0.91
gusanos.csv,0.1,0.54,0.66,0.68,0.6,0.63,0.6,1.0,0.53,0.63,0.36,0.02,0.13
monetdb.csv,0.44,0.54,0.32,0.52,0.96,0.29,0.62,0.48,0.2,0.4,0.54,0.39,0.52
quarkplayer.csv,0.26,0.24,0.19,0.28,0.22,0.2,0.93,0.31,0.2,0.17,0.43,0.11,0.19
reactos-mirror.csv,0.9,0.59,0.59,0.53,0.63,0.58,0.55,0.63,0.65,0.57,0.51,0.0,0.38
sandiaportals.csv,0.65,0.63,0.57,0.71,0.67,0.72,0.65,0.35,0.49,0.64,0.62,1.0,0.58
xbplayer.csv,0.37,0.33,0.26,0.98,0.33,0.29,0.4,0.39,0.37,0.13,0.06,0.25,0.42
