,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.84,0.85,0.75,0.63,0.81,0.08,1.01,0.96,0.68,0.81,0.95,0.84,0.75
badtrinity-zero.csv,0.9,0.87,0.04,0.82,0.67,0.72,0.71,0.94,0.55,0.53,0.42,0.51,0.57
bibletime.csv,0.66,0.73,0.58,0.62,0.67,0.61,0.67,0.58,0.75,0.0,0.68,0.48,0.81
critterding.csv,0.76,0.06,0.74,0.84,0.69,0.63,0.55,0.64,0.87,0.66,0.87,0.79,0.52
elateportal.csv,0.83,0.65,0.85,0.57,0.73,0.92,1.0,0.75,1.02,0.97,0.05,0.86,0.79
fmri-dmt.csv,0.98,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.0,0.95,1.01,0.89,0.97
ftm.csv,0.58,0.61,0.64,0.56,0.54,0.53,0.81,0.64,0.67,0.52,0.95,0.52,0.12
gusanos.csv,0.92,0.79,0.51,0.65,0.73,0.58,0.64,0.0,0.6,0.68,0.76,0.98,0.89
monetdb.csv,0.68,0.68,0.74,0.61,0.05,0.79,0.56,0.7,0.86,0.8,0.53,0.66,0.67
quarkplayer.csv,0.83,0.86,0.85,0.81,0.91,0.91,0.09,0.83,0.85,0.87,0.7,0.97,0.86
reactos-mirror.csv,0.12,0.69,0.7,0.79,0.5,0.6,0.78,0.67,0.67,0.69,0.83,1.01,0.89
sandiaportals.csv,0.6,0.66,0.68,0.63,0.64,0.63,0.61,0.9,0.75,0.72,0.51,0.0,0.76
xbplayer.csv,0.72,0.73,0.79,0.02,0.73,0.76,0.66,0.68,0.7,0.91,0.95,0.79,0.68
