,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.51,1.0,0.87,0.42,0.53,1.0,0.0,0.75,0.2,0.93,1.0,0.82,0.64
badtrinity-zero.csv,0.56,0.42,0.99,0.4,0.35,0.08,0.06,0.56,0.13,0.89,0.96,0.96,0.59
bibletime.csv,0.53,0.46,0.58,0.39,0.38,0.11,0.08,0.77,0.09,1.0,0.91,0.84,0.48
critterding.csv,0.41,1.0,0.5,0.23,0.38,0.1,0.1,0.74,0.05,0.85,0.87,0.76,0.59
elateportal.csv,0.33,0.52,0.42,0.42,0.54,0.25,0.0,0.76,0.0,0.67,1.0,0.8,0.48
fmri-dmt.csv,0.62,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.86,0.33
ftm.csv,0.49,0.67,0.55,0.42,0.43,0.12,0.05,0.79,0.1,0.92,0.71,0.88,0.98
gusanos.csv,0.45,0.48,0.62,0.39,0.35,0.11,0.08,1.0,0.12,0.85,0.88,1.0,0.44
monetdb.csv,0.46,0.48,0.63,0.4,0.96,0.08,0.09,0.7,0.07,0.78,0.96,1.0,0.49
quarkplayer.csv,0.35,0.33,0.48,0.29,0.18,0.04,1.0,0.61,0.08,0.9,0.89,0.45,0.43
reactos-mirror.csv,0.94,0.48,0.51,0.31,0.48,0.1,0.07,0.74,0.11,0.84,0.9,0.72,0.48
sandiaportals.csv,0.48,0.5,0.52,0.41,0.39,0.11,0.09,0.7,0.08,0.86,0.93,1.0,0.5
xbplayer.csv,0.47,0.56,0.65,1.0,0.62,0.15,0.12,0.82,0.12,0.78,1.0,1.0,0.55
